ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerMensajesTest	vermensajestest	1590958749112	 	3.3.1
REQUEST	227		Welcome	1590958752569	1590958752571	OK	 
USER	VerMensajesTestNegativo	228	START	1590958752601	1590958752601
USER	VerMensajeTestPositivo	188	START	1590958752601	1590958752601
REQUEST	188		Welcome	1590958752601	1590958752603	OK	 
REQUEST	228		Welcome	1590958752601	1590958752603	OK	 
USER	VerMensajesTestNegativo	229	START	1590958752622	1590958752622
USER	VerMensajeTestPositivo	189	START	1590958752621	1590958752621
REQUEST	189		Welcome	1590958752622	1590958752625	OK	 
REQUEST	229		Welcome	1590958752622	1590958752625	OK	 
USER	VerMensajeTestPositivo	190	START	1590958752647	1590958752647
USER	VerMensajesTestNegativo	230	START	1590958752647	1590958752647
REQUEST	230		Welcome	1590958752648	1590958752650	OK	 
REQUEST	190		Welcome	1590958752648	1590958752650	OK	 
USER	VerMensajesTestNegativo	231	START	1590958752669	1590958752669
USER	VerMensajeTestPositivo	191	START	1590958752669	1590958752669
REQUEST	191		Welcome	1590958752670	1590958752671	OK	 
REQUEST	231		Welcome	1590958752669	1590958752671	OK	 
USER	VerMensajeTestPositivo	192	START	1590958752700	1590958752700
USER	VerMensajesTestNegativo	232	START	1590958752700	1590958752700
REQUEST	192		Welcome	1590958752700	1590958752703	OK	 
REQUEST	232		Welcome	1590958752700	1590958752703	OK	 
USER	VerMensajeTestPositivo	193	START	1590958752722	1590958752722
USER	VerMensajesTestNegativo	233	START	1590958752722	1590958752722
REQUEST	233		Welcome	1590958752722	1590958752727	OK	 
REQUEST	193		Welcome	1590958752722	1590958752727	OK	 
USER	VerMensajesTestNegativo	234	START	1590958752747	1590958752747
USER	VerMensajeTestPositivo	194	START	1590958752747	1590958752747
REQUEST	234		Welcome	1590958752747	1590958752749	OK	 
REQUEST	194		Welcome	1590958752747	1590958752749	OK	 
USER	VerMensajesTestNegativo	235	START	1590958752768	1590958752768
USER	VerMensajeTestPositivo	195	START	1590958752768	1590958752768
REQUEST	235		Welcome	1590958752768	1590958752770	OK	 
REQUEST	195		Welcome	1590958752768	1590958752770	OK	 
USER	VerMensajeTestPositivo	196	START	1590958752800	1590958752800
USER	VerMensajesTestNegativo	236	START	1590958752800	1590958752800
REQUEST	196		Welcome	1590958752801	1590958752803	OK	 
REQUEST	236		Welcome	1590958752801	1590958752803	OK	 
USER	VerMensajesTestNegativo	237	START	1590958752821	1590958752821
USER	VerMensajeTestPositivo	197	START	1590958752821	1590958752821
REQUEST	197		Welcome	1590958752822	1590958752826	OK	 
REQUEST	237		Welcome	1590958752822	1590958752826	OK	 
USER	VerMensajesTestNegativo	238	START	1590958752847	1590958752847
USER	VerMensajeTestPositivo	198	START	1590958752847	1590958752847
REQUEST	198		Welcome	1590958752847	1590958752849	OK	 
REQUEST	238		Welcome	1590958752847	1590958752849	OK	 
USER	VerMensajeTestPositivo	199	START	1590958752867	1590958752867
USER	VerMensajesTestNegativo	239	START	1590958752867	1590958752867
REQUEST	199		Welcome	1590958752868	1590958752870	OK	 
REQUEST	239		Welcome	1590958752868	1590958752870	OK	 
USER	VerMensajeTestPositivo	200	START	1590958752899	1590958752899
USER	VerMensajesTestNegativo	240	START	1590958752899	1590958752899
REQUEST	200		Welcome	1590958752899	1590958752901	OK	 
REQUEST	240		Welcome	1590958752899	1590958752901	OK	 
USER	VerMensajeTestPositivo	201	START	1590958752920	1590958752920
USER	VerMensajesTestNegativo	241	START	1590958752920	1590958752920
REQUEST	241		Welcome	1590958752920	1590958752922	OK	 
REQUEST	201		Welcome	1590958752920	1590958752922	OK	 
USER	VerMensajeTestPositivo	202	START	1590958752946	1590958752946
USER	VerMensajesTestNegativo	242	START	1590958752946	1590958752946
REQUEST	242		Welcome	1590958752946	1590958752949	OK	 
REQUEST	202		Welcome	1590958752946	1590958752949	OK	 
USER	VerMensajesTestNegativo	243	START	1590958752968	1590958752968
REQUEST	243		Welcome	1590958752968	1590958752971	OK	 
USER	VerMensajeTestPositivo	244	START	1590958752978	1590958752978
REQUEST	244		Welcome	1590958752979	1590958752984	OK	 
USER	VerMensajeTestPositivo	245	START	1590958753010	1590958753010
USER	VerMensajesTestNegativo	284	START	1590958753010	1590958753010
REQUEST	284		Welcome	1590958753010	1590958753014	OK	 
REQUEST	245		Welcome	1590958753010	1590958753014	OK	 
USER	VerMensajeTestPositivo	246	START	1590958753031	1590958753031
USER	VerMensajesTestNegativo	285	START	1590958753031	1590958753031
REQUEST	246		Welcome	1590958753032	1590958753034	OK	 
REQUEST	285		Welcome	1590958753032	1590958753034	OK	 
USER	VerMensajesTestNegativo	286	START	1590958753057	1590958753057
REQUEST	286		Welcome	1590958753058	1590958753060	OK	 
USER	VerMensajeTestPositivo	247	START	1590958753057	1590958753057
REQUEST	247		Welcome	1590958753070	1590958753072	OK	 
USER	VerMensajesTestNegativo	287	START	1590958753079	1590958753079
USER	VerMensajeTestPositivo	248	START	1590958753079	1590958753079
REQUEST	248		Welcome	1590958753080	1590958753082	OK	 
REQUEST	287		Welcome	1590958753080	1590958753082	OK	 
USER	VerMensajeTestPositivo	249	START	1590958753112	1590958753112
REQUEST	249		Welcome	1590958753113	1590958753115	OK	 
USER	VerMensajesTestNegativo	289	START	1590958753127	1590958753127
USER	VerMensajeTestPositivo	250	START	1590958753127	1590958753127
REQUEST	289		Welcome	1590958753127	1590958753129	OK	 
REQUEST	250		Welcome	1590958753127	1590958753129	OK	 
USER	VerMensajesTestNegativo	288	START	1590958753112	1590958753112
REQUEST	288		Welcome	1590958753150	1590958753152	OK	 
USER	VerMensajesTestNegativo	290	START	1590958753159	1590958753159
USER	VerMensajeTestPositivo	251	START	1590958753159	1590958753159
REQUEST	290		Welcome	1590958753159	1590958753162	OK	 
REQUEST	251		Welcome	1590958753159	1590958753162	OK	 
USER	VerMensajesTestNegativo	291	START	1590958753181	1590958753181
USER	VerMensajeTestPositivo	252	START	1590958753181	1590958753181
REQUEST	291		Welcome	1590958753181	1590958753183	OK	 
REQUEST	252		Welcome	1590958753181	1590958753183	OK	 
USER	VerMensajesTestNegativo	292	START	1590958753206	1590958753206
USER	VerMensajeTestPositivo	253	START	1590958753206	1590958753206
REQUEST	292		Welcome	1590958753206	1590958753209	OK	 
REQUEST	253		Welcome	1590958753207	1590958753209	OK	 
USER	VerMensajeTestPositivo	254	START	1590958753227	1590958753227
USER	VerMensajesTestNegativo	293	START	1590958753227	1590958753227
REQUEST	293		Welcome	1590958753227	1590958753229	OK	 
REQUEST	254		Welcome	1590958753227	1590958753229	OK	 
USER	VerMensajesTestNegativo	294	START	1590958753258	1590958753258
USER	VerMensajeTestPositivo	255	START	1590958753258	1590958753258
REQUEST	294		Welcome	1590958753259	1590958753261	OK	 
REQUEST	255		Welcome	1590958753259	1590958753261	OK	 
USER	VerMensajeTestPositivo	256	START	1590958753280	1590958753280
USER	VerMensajesTestNegativo	295	START	1590958753280	1590958753280
REQUEST	256		Welcome	1590958753280	1590958753283	OK	 
REQUEST	295		Welcome	1590958753280	1590958753283	OK	 
USER	VerMensajeTestPositivo	257	START	1590958753306	1590958753306
USER	VerMensajesTestNegativo	296	START	1590958753306	1590958753306
REQUEST	296		Welcome	1590958753307	1590958753309	OK	 
REQUEST	257		Welcome	1590958753307	1590958753309	OK	 
USER	VerMensajeTestPositivo	258	START	1590958753326	1590958753326
USER	VerMensajesTestNegativo	297	START	1590958753326	1590958753326
REQUEST	297		Welcome	1590958753327	1590958753329	OK	 
REQUEST	258		Welcome	1590958753327	1590958753329	OK	 
USER	VerMensajesTestNegativo	298	START	1590958753357	1590958753357
USER	VerMensajeTestPositivo	259	START	1590958753357	1590958753357
REQUEST	298		Welcome	1590958753358	1590958753362	OK	 
REQUEST	259		Welcome	1590958753358	1590958753362	OK	 
USER	VerMensajesTestNegativo	299	START	1590958753379	1590958753379
USER	VerMensajeTestPositivo	260	START	1590958753379	1590958753379
REQUEST	260		Welcome	1590958753379	1590958753381	OK	 
REQUEST	299		Welcome	1590958753379	1590958753381	OK	 
USER	VerMensajesTestNegativo	300	START	1590958753410	1590958753410
USER	VerMensajeTestPositivo	261	START	1590958753410	1590958753410
REQUEST	261		Welcome	1590958753411	1590958753413	OK	 
REQUEST	300		Welcome	1590958753411	1590958753413	OK	 
USER	VerMensajesTestNegativo	301	START	1590958753431	1590958753431
USER	VerMensajeTestPositivo	262	START	1590958753431	1590958753431
REQUEST	262		Welcome	1590958753432	1590958753434	OK	 
REQUEST	301		Welcome	1590958753432	1590958753434	OK	 
USER	VerMensajesTestNegativo	302	START	1590958753457	1590958753457
USER	VerMensajeTestPositivo	263	START	1590958753457	1590958753457
REQUEST	302		Welcome	1590958753458	1590958753460	OK	 
REQUEST	263		Welcome	1590958753458	1590958753460	OK	 
USER	VerMensajeTestPositivo	264	START	1590958753479	1590958753479
USER	VerMensajesTestNegativo	303	START	1590958753479	1590958753479
REQUEST	303		Welcome	1590958753479	1590958753482	OK	 
REQUEST	264		Welcome	1590958753479	1590958753482	OK	 
USER	VerMensajesTestNegativo	304	START	1590958753510	1590958753510
USER	VerMensajeTestPositivo	265	START	1590958753510	1590958753510
REQUEST	265		Welcome	1590958753510	1590958753513	OK	 
REQUEST	304		Welcome	1590958753510	1590958753513	OK	 
USER	VerMensajesTestNegativo	305	START	1590958753526	1590958753526
USER	VerMensajeTestPositivo	266	START	1590958753526	1590958753526
REQUEST	305		Welcome	1590958753526	1590958753529	OK	 
REQUEST	266		Welcome	1590958753526	1590958753529	OK	 
USER	VerMensajesTestNegativo	306	START	1590958753558	1590958753558
USER	VerMensajeTestPositivo	267	START	1590958753558	1590958753558
REQUEST	306		Welcome	1590958753558	1590958753560	OK	 
REQUEST	267		Welcome	1590958753558	1590958753560	OK	 
USER	VerMensajeTestPositivo	268	START	1590958753579	1590958753579
USER	VerMensajesTestNegativo	307	START	1590958753579	1590958753579
REQUEST	307		Welcome	1590958753579	1590958753581	OK	 
REQUEST	268		Welcome	1590958753579	1590958753581	OK	 
USER	VerMensajeTestPositivo	269	START	1590958753606	1590958753606
USER	VerMensajesTestNegativo	308	START	1590958753606	1590958753606
REQUEST	308		Welcome	1590958753607	1590958753609	OK	 
REQUEST	269		Welcome	1590958753606	1590958753616	OK	 
USER	VerMensajesTestNegativo	309	START	1590958753627	1590958753627
USER	VerMensajeTestPositivo	270	START	1590958753627	1590958753627
REQUEST	270		Welcome	1590958753627	1590958753629	OK	 
REQUEST	309		Welcome	1590958753627	1590958753629	OK	 
USER	VerMensajesTestNegativo	310	START	1590958753659	1590958753659
USER	VerMensajeTestPositivo	271	START	1590958753659	1590958753659
REQUEST	271		Welcome	1590958753659	1590958753661	OK	 
REQUEST	310		Welcome	1590958753659	1590958753661	OK	 
USER	VerMensajesTestNegativo	311	START	1590958753680	1590958753680
USER	VerMensajeTestPositivo	272	START	1590958753680	1590958753680
REQUEST	311		Welcome	1590958753680	1590958753683	OK	 
REQUEST	272		Welcome	1590958753680	1590958753683	OK	 
USER	VerMensajesTestNegativo	312	START	1590958753712	1590958753712
USER	VerMensajeTestPositivo	273	START	1590958753712	1590958753712
REQUEST	312		Welcome	1590958753712	1590958753716	OK	 
REQUEST	273		Welcome	1590958753712	1590958753716	OK	 
USER	VerMensajesTestNegativo	313	START	1590958753726	1590958753726
USER	VerMensajeTestPositivo	274	START	1590958753726	1590958753726
REQUEST	313		Welcome	1590958753727	1590958753730	OK	 
REQUEST	274		Welcome	1590958753727	1590958753730	OK	 
USER	VerMensajesTestNegativo	314	START	1590958753758	1590958753758
USER	VerMensajeTestPositivo	275	START	1590958753758	1590958753758
REQUEST	275		Welcome	1590958753759	1590958753762	OK	 
REQUEST	314		Welcome	1590958753759	1590958753762	OK	 
USER	VerMensajesTestNegativo	315	START	1590958753778	1590958753778
USER	VerMensajeTestPositivo	276	START	1590958753778	1590958753778
REQUEST	315		Welcome	1590958753779	1590958753782	OK	 
REQUEST	276		Welcome	1590958753779	1590958753782	OK	 
USER	VerMensajeTestPositivo	277	START	1590958753810	1590958753810
USER	VerMensajesTestNegativo	316	START	1590958753810	1590958753810
REQUEST	277		Welcome	1590958753811	1590958753817	OK	 
REQUEST	316		Welcome	1590958753811	1590958753817	OK	 
USER	VerMensajesTestNegativo	317	START	1590958753831	1590958753831
USER	VerMensajeTestPositivo	278	START	1590958753831	1590958753831
REQUEST	317		Welcome	1590958753832	1590958753838	OK	 
REQUEST	278		Welcome	1590958753832	1590958753838	OK	 
USER	VerMensajesTestNegativo	318	START	1590958753857	1590958753857
USER	VerMensajeTestPositivo	279	START	1590958753857	1590958753857
REQUEST	318		Welcome	1590958753857	1590958753861	OK	 
REQUEST	279		Welcome	1590958753857	1590958753861	OK	 
USER	VerMensajesTestNegativo	319	START	1590958753878	1590958753878
USER	VerMensajeTestPositivo	280	START	1590958753878	1590958753878
REQUEST	319		Welcome	1590958753878	1590958753881	OK	 
REQUEST	280		Welcome	1590958753878	1590958753881	OK	 
USER	VerMensajesTestNegativo	320	START	1590958753909	1590958753909
USER	VerMensajeTestPositivo	281	START	1590958753909	1590958753909
REQUEST	320		Welcome	1590958753910	1590958753912	OK	 
REQUEST	281		Welcome	1590958753910	1590958753912	OK	 
USER	VerMensajesTestNegativo	321	START	1590958753930	1590958753930
USER	VerMensajeTestPositivo	282	START	1590958753930	1590958753930
REQUEST	321		Welcome	1590958753930	1590958753933	OK	 
REQUEST	282		Welcome	1590958753930	1590958753933	OK	 
USER	VerMensajeTestPositivo	323	START	1590958753961	1590958753961
USER	VerMensajeTestPositivo	283	START	1590958753961	1590958753961
USER	VerMensajesTestNegativo	322	START	1590958753961	1590958753961
USER	VerMensajesTestNegativo	364	START	1590958753962	1590958753962
REQUEST	364		Welcome	1590958753962	1590958753964	OK	 
REQUEST	283		Welcome	1590958753961	1590958753964	OK	 
REQUEST	323		Welcome	1590958753961	1590958753964	OK	 
REQUEST	322		Welcome	1590958753961	1590958753964	OK	 
USER	VerMensajeTestPositivo	324	START	1590958753987	1590958753987
USER	VerMensajesTestNegativo	365	START	1590958753987	1590958753987
REQUEST	365		Welcome	1590958753987	1590958753990	OK	 
REQUEST	324		Welcome	1590958753987	1590958753991	OK	 
USER	VerMensajesTestNegativo	366	START	1590958754018	1590958754018
USER	VerMensajeTestPositivo	325	START	1590958754018	1590958754018
REQUEST	366		Welcome	1590958754019	1590958754023	OK	 
REQUEST	325		Welcome	1590958754019	1590958754023	OK	 
USER	VerMensajeTestPositivo	326	START	1590958754039	1590958754039
USER	VerMensajesTestNegativo	367	START	1590958754039	1590958754039
REQUEST	367		Welcome	1590958754039	1590958754042	OK	 
REQUEST	326		Welcome	1590958754039	1590958754042	OK	 
USER	VerMensajesTestNegativo	368	START	1590958754072	1590958754072
USER	VerMensajeTestPositivo	327	START	1590958754072	1590958754072
REQUEST	368		Welcome	1590958754073	1590958754078	OK	 
REQUEST	327		Welcome	1590958754073	1590958754079	OK	 
USER	VerMensajeTestPositivo	328	START	1590958754086	1590958754086
USER	VerMensajesTestNegativo	369	START	1590958754086	1590958754086
REQUEST	369		Welcome	1590958754086	1590958754088	OK	 
REQUEST	328		Welcome	1590958754086	1590958754088	OK	 
USER	VerMensajesTestNegativo	370	START	1590958754117	1590958754117
USER	VerMensajeTestPositivo	329	START	1590958754117	1590958754117
REQUEST	329		Welcome	1590958754118	1590958754120	OK	 
REQUEST	370		Welcome	1590958754118	1590958754120	OK	 
USER	VerMensajesTestNegativo	371	START	1590958754138	1590958754138
USER	VerMensajeTestPositivo	330	START	1590958754138	1590958754138
REQUEST	371		Welcome	1590958754139	1590958754142	OK	 
REQUEST	330		Welcome	1590958754139	1590958754142	OK	 
USER	VerMensajeTestPositivo	331	START	1590958754171	1590958754171
USER	VerMensajesTestNegativo	372	START	1590958754171	1590958754171
REQUEST	331		Welcome	1590958754172	1590958754174	OK	 
REQUEST	372		Welcome	1590958754172	1590958754174	OK	 
USER	VerMensajesTestNegativo	373	START	1590958754186	1590958754186
USER	VerMensajeTestPositivo	332	START	1590958754186	1590958754186
REQUEST	332		Welcome	1590958754187	1590958754189	OK	 
REQUEST	373		Welcome	1590958754187	1590958754189	OK	 
USER	VerMensajesTestNegativo	374	START	1590958754218	1590958754218
USER	VerMensajeTestPositivo	333	START	1590958754218	1590958754218
REQUEST	374		Welcome	1590958754219	1590958754221	OK	 
REQUEST	333		Welcome	1590958754219	1590958754221	OK	 
USER	VerMensajeTestPositivo	334	START	1590958754239	1590958754239
USER	VerMensajesTestNegativo	375	START	1590958754239	1590958754239
REQUEST	334		Welcome	1590958754240	1590958754242	OK	 
REQUEST	375		Welcome	1590958754240	1590958754242	OK	 
USER	VerMensajeTestPositivo	335	START	1590958754266	1590958754266
USER	VerMensajesTestNegativo	376	START	1590958754266	1590958754266
REQUEST	376		Welcome	1590958754266	1590958754268	OK	 
REQUEST	335		Welcome	1590958754266	1590958754268	OK	 
USER	VerMensajesTestNegativo	377	START	1590958754287	1590958754287
USER	VerMensajeTestPositivo	336	START	1590958754287	1590958754287
REQUEST	377		Welcome	1590958754287	1590958754290	OK	 
REQUEST	336		Welcome	1590958754287	1590958754290	OK	 
USER	VerMensajesTestNegativo	378	START	1590958754318	1590958754318
USER	VerMensajeTestPositivo	337	START	1590958754318	1590958754318
REQUEST	378		Welcome	1590958754318	1590958754321	OK	 
REQUEST	337		Welcome	1590958754318	1590958754321	OK	 
USER	VerMensajesTestNegativo	379	START	1590958754340	1590958754340
USER	VerMensajeTestPositivo	338	START	1590958754340	1590958754340
REQUEST	338		Welcome	1590958754340	1590958754343	OK	 
REQUEST	379		Welcome	1590958754340	1590958754343	OK	 
USER	VerMensajesTestNegativo	380	START	1590958754371	1590958754371
USER	VerMensajeTestPositivo	339	START	1590958754371	1590958754371
REQUEST	380		Welcome	1590958754371	1590958754374	OK	 
REQUEST	339		Welcome	1590958754371	1590958754374	OK	 
USER	VerMensajesTestNegativo	381	START	1590958754386	1590958754386
USER	VerMensajeTestPositivo	340	START	1590958754386	1590958754386
REQUEST	381		Welcome	1590958754387	1590958754390	OK	 
REQUEST	340		Welcome	1590958754387	1590958754390	OK	 
USER	VerMensajesTestNegativo	382	START	1590958754417	1590958754417
USER	VerMensajeTestPositivo	341	START	1590958754417	1590958754417
REQUEST	382		Welcome	1590958754418	1590958754420	OK	 
REQUEST	341		Welcome	1590958754418	1590958754420	OK	 
USER	VerMensajesTestNegativo	383	START	1590958754438	1590958754438
USER	VerMensajeTestPositivo	342	START	1590958754438	1590958754438
REQUEST	342		Welcome	1590958754439	1590958754441	OK	 
REQUEST	383		Welcome	1590958754439	1590958754441	OK	 
USER	VerMensajeTestPositivo	343	START	1590958754471	1590958754471
USER	VerMensajesTestNegativo	384	START	1590958754471	1590958754471
REQUEST	384		Welcome	1590958754471	1590958754473	OK	 
REQUEST	343		Welcome	1590958754471	1590958754473	OK	 
USER	VerMensajeTestPositivo	344	START	1590958754486	1590958754486
USER	VerMensajesTestNegativo	385	START	1590958754486	1590958754486
REQUEST	344		Welcome	1590958754486	1590958754488	OK	 
REQUEST	385		Welcome	1590958754486	1590958754488	OK	 
USER	VerMensajesTestNegativo	386	START	1590958754517	1590958754517
USER	VerMensajeTestPositivo	345	START	1590958754517	1590958754517
REQUEST	345		Welcome	1590958754517	1590958754519	OK	 
REQUEST	386		Welcome	1590958754517	1590958754519	OK	 
USER	VerMensajesTestNegativo	387	START	1590958754539	1590958754539
USER	VerMensajeTestPositivo	346	START	1590958754539	1590958754539
REQUEST	346		Welcome	1590958754539	1590958754542	OK	 
REQUEST	387		Welcome	1590958754539	1590958754542	OK	 
USER	VerMensajeTestPositivo	347	START	1590958754571	1590958754571
USER	VerMensajesTestNegativo	388	START	1590958754571	1590958754571
REQUEST	347		Welcome	1590958754571	1590958754573	OK	 
REQUEST	388		Welcome	1590958754571	1590958754573	OK	 
USER	VerMensajesTestNegativo	389	START	1590958754586	1590958754586
USER	VerMensajeTestPositivo	348	START	1590958754586	1590958754586
REQUEST	389		Welcome	1590958754586	1590958754588	OK	 
REQUEST	348		Welcome	1590958754586	1590958754588	OK	 
USER	VerMensajeTestPositivo	349	START	1590958754617	1590958754617
USER	VerMensajesTestNegativo	390	START	1590958754617	1590958754617
