ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	comentario.ComentarFiestaLocalDiagnosis	comentarfiestalocaldiagnosis	1590270317343	 	3.3.1
REQUEST	1846		Home	1590270355497	1590270355502	OK	 
REQUEST	1821		Home	1590270355497	1590270355502	OK	 
REQUEST	696		Logged	1590270355505	1590270355506	OK	 
REQUEST	696		Logged Redirect 1	1590270355506	1590270355506	OK	 
USER	ComentarLocal	1847	START	1590270355541	1590270355541
USER	ComentarFiesta	1822	START	1590270355541	1590270355541
REQUEST	671		Logged	1590270355541	1590270355546	OK	 
REQUEST	671		Logged Redirect 1	1590270355547	1590270355547	OK	 
REQUEST	1847		Home	1590270355541	1590270355550	OK	 
REQUEST	1822		Home	1590270355541	1590270355552	OK	 
REQUEST	1446		Login	1590270355557	1590270355557	OK	 
REQUEST	1446		request_2	1590270355558	1590270355559	OK	 
REQUEST	1421		Login	1590270355557	1590270355559	OK	 
REQUEST	1421		request_2	1590270355559	1590270355560	OK	 
REQUEST	1422		Login	1590270355572	1590270355573	OK	 
REQUEST	1447		Login	1590270355572	1590270355574	OK	 
REQUEST	1422		request_2	1590270355574	1590270355576	OK	 
REQUEST	697		Logged	1590270355572	1590270355576	OK	 
REQUEST	697		Logged Redirect 1	1590270355576	1590270355577	OK	 
REQUEST	1447		request_2	1590270355575	1590270355577	OK	 
USER	ComentarFiesta	1823	START	1590270355578	1590270355578
USER	ComentarLocal	1848	START	1590270355578	1590270355578
REQUEST	1823		Home	1590270355578	1590270355584	OK	 
REQUEST	1848		Home	1590270355579	1590270355584	OK	 
REQUEST	672		Logged	1590270355585	1590270355586	OK	 
REQUEST	672		Logged Redirect 1	1590270355586	1590270355587	OK	 
USER	ComentarLocal	1849	START	1590270355615	1590270355615
USER	ComentarFiesta	1824	START	1590270355615	1590270355615
REQUEST	1448		Login	1590270355615	1590270355617	OK	 
REQUEST	673		Logged	1590270355615	1590270355617	OK	 
REQUEST	1448		request_2	1590270355618	1590270355618	OK	 
REQUEST	673		Logged Redirect 1	1590270355617	1590270355619	OK	 
REQUEST	1423		Login	1590270355615	1590270355621	OK	 
REQUEST	698		Logged	1590270355615	1590270355621	OK	 
REQUEST	698		Logged Redirect 1	1590270355621	1590270355622	OK	 
REQUEST	1849		Home	1590270355615	1590270355622	OK	 
REQUEST	1423		request_2	1590270355621	1590270355623	OK	 
REQUEST	1824		Home	1590270355615	1590270355624	OK	 
REQUEST	699		Logged	1590270355645	1590270355646	OK	 
REQUEST	674		Logged	1590270355645	1590270355646	OK	 
REQUEST	674		Logged Redirect 1	1590270355646	1590270355648	OK	 
REQUEST	699		Logged Redirect 1	1590270355646	1590270355648	OK	 
USER	ComentarLocal	1850	START	1590270355657	1590270355657
USER	ComentarFiesta	1825	START	1590270355657	1590270355657
REQUEST	1825		Home	1590270355657	1590270355661	OK	 
REQUEST	1850		Home	1590270355657	1590270355661	OK	 
REQUEST	1424		Login	1590270355672	1590270355673	OK	 
REQUEST	1449		Login	1590270355672	1590270355674	OK	 
REQUEST	1424		request_2	1590270355674	1590270355676	OK	 
REQUEST	1449		request_2	1590270355675	1590270355676	OK	 
USER	ComentarLocal	1851	START	1590270355695	1590270355695
USER	ComentarFiesta	1826	START	1590270355695	1590270355695
REQUEST	1425		Login	1590270355695	1590270355697	OK	 
REQUEST	700		Logged	1590270355695	1590270355697	OK	 
REQUEST	700		Logged Redirect 1	1590270355697	1590270355698	OK	 
REQUEST	1450		Login	1590270355695	1590270355698	OK	 
REQUEST	1450		request_2	1590270355698	1590270355699	OK	 
REQUEST	1425		request_2	1590270355697	1590270355699	OK	 
REQUEST	1851		Home	1590270355695	1590270355701	OK	 
REQUEST	1826		Home	1590270355695	1590270355701	OK	 
REQUEST	675		Logged	1590270355710	1590270355712	OK	 
REQUEST	675		Logged Redirect 1	1590270355712	1590270355713	OK	 
REQUEST	701		Logged	1590270355726	1590270355727	OK	 
REQUEST	701		Logged Redirect 1	1590270355727	1590270355728	OK	 
USER	ComentarLocal	1852	START	1590270355741	1590270355741
USER	ComentarFiesta	1827	START	1590270355741	1590270355741
REQUEST	676		Logged	1590270355741	1590270355743	OK	 
REQUEST	676		Logged Redirect 1	1590270355744	1590270355746	OK	 
REQUEST	1852		Home	1590270355742	1590270355747	OK	 
REQUEST	1827		Home	1590270355742	1590270355748	OK	 
REQUEST	1451		Login	1590270355757	1590270355758	OK	 
REQUEST	1451		request_2	1590270355758	1590270355759	OK	 
REQUEST	1426		Login	1590270355757	1590270355759	OK	 
REQUEST	1426		request_2	1590270355759	1590270355760	OK	 
REQUEST	1427		Login	1590270355773	1590270355773	OK	 
REQUEST	1427		request_2	1590270355774	1590270355775	OK	 
REQUEST	1452		Login	1590270355775	1590270355776	OK	 
REQUEST	702		Logged	1590270355775	1590270355777	OK	 
REQUEST	1452		request_2	1590270355777	1590270355778	OK	 
REQUEST	702		Logged Redirect 1	1590270355777	1590270355779	OK	 
USER	ComentarLocal	1878	START	1590270355795	1590270355795
USER	ComentarFiesta	1853	START	1590270355795	1590270355795
REQUEST	677		Logged	1590270355795	1590270355797	OK	 
REQUEST	677		Logged Redirect 1	1590270355798	1590270355798	OK	 
REQUEST	1878		Home	1590270355795	1590270355799	OK	 
REQUEST	1853		Home	1590270355796	1590270355801	OK	 
REQUEST	1478		Login	1590270355815	1590270355816	OK	 
REQUEST	1453		Login	1590270355815	1590270355816	OK	 
REQUEST	728		Logged	1590270355815	1590270355817	OK	 
REQUEST	703		Logged	1590270355815	1590270355817	OK	 
REQUEST	1478		request_2	1590270355816	1590270355817	OK	 
REQUEST	1453		request_2	1590270355817	1590270355818	OK	 
REQUEST	703		Logged Redirect 1	1590270355817	1590270355819	OK	 
REQUEST	728		Logged Redirect 1	1590270355817	1590270355819	OK	 
USER	ComentarFiesta	1854	START	1590270355842	1590270355842
REQUEST	729		Logged	1590270355842	1590270355845	OK	 
REQUEST	729		Logged Redirect 1	1590270355845	1590270355846	OK	 
REQUEST	1454		Login	1590270355842	1590270355846	OK	 
REQUEST	1479		Login	1590270355842	1590270355847	OK	 
REQUEST	704		Logged	1590270355842	1590270355847	OK	 
REQUEST	1479		request_2	1590270355847	1590270355847	OK	 
REQUEST	1454		request_2	1590270355846	1590270355848	OK	 
USER	ComentarLocal	1879	START	1590270355848	1590270355848
REQUEST	704		Logged Redirect 1	1590270355847	1590270355849	OK	 
REQUEST	1854		Home	1590270355843	1590270355850	OK	 
REQUEST	1879		Home	1590270355848	1590270355852	OK	 
USER	ComentarLocal	1880	START	1590270355875	1590270355875
USER	ComentarFiesta	1855	START	1590270355875	1590270355875
REQUEST	1880		Home	1590270355875	1590270355878	OK	 
REQUEST	1855		Home	1590270355875	1590270355878	OK	 
REQUEST	1455		Login	1590270355895	1590270355896	OK	 
REQUEST	705		Logged	1590270355895	1590270355897	OK	 
REQUEST	705		Logged Redirect 1	1590270355897	1590270355897	OK	 
REQUEST	1480		Login	1590270355895	1590270355897	OK	 
REQUEST	730		Logged	1590270355895	1590270355898	OK	 
REQUEST	730		Logged Redirect 1	1590270355898	1590270355898	OK	 
REQUEST	1480		request_2	1590270355898	1590270355898	OK	 
REQUEST	1455		request_2	1590270355897	1590270355899	OK	 
USER	ComentarFiesta	1856	START	1590270355915	1590270355915
USER	ComentarLocal	1881	START	1590270355915	1590270355915
REQUEST	706		Logged	1590270355915	1590270355916	OK	 
REQUEST	706		Logged Redirect 1	1590270355917	1590270355919	OK	 
REQUEST	1881		Home	1590270355915	1590270355919	OK	 
REQUEST	1856		Home	1590270355915	1590270355919	OK	 
REQUEST	731		Logged	1590270355927	1590270355928	OK	 
REQUEST	1456		Login	1590270355927	1590270355929	OK	 
REQUEST	731		Logged Redirect 1	1590270355928	1590270355929	OK	 
REQUEST	1481		Login	1590270355927	1590270355929	OK	 
REQUEST	1456		request_2	1590270355929	1590270355931	OK	 
REQUEST	1481		request_2	1590270355929	1590270355931	OK	 
USER	ComentarFiesta	1857	START	1590270355958	1590270355958
USER	ComentarLocal	1882	START	1590270355958	1590270355958
REQUEST	707		Logged	1590270355958	1590270355960	OK	 
REQUEST	732		Logged	1590270355958	1590270355961	OK	 
REQUEST	707		Logged Redirect 1	1590270355960	1590270355963	OK	 
REQUEST	732		Logged Redirect 1	1590270355961	1590270355963	OK	 
REQUEST	1857		Home	1590270355958	1590270355965	OK	 
REQUEST	1882		Home	1590270355959	1590270355965	OK	 
REQUEST	1482		Login	1590270355973	1590270355974	OK	 
REQUEST	1457		Login	1590270355973	1590270355975	OK	 
REQUEST	1482		request_2	1590270355975	1590270355976	OK	 
REQUEST	1457		request_2	1590270355975	1590270355977	OK	 
USER	ComentarFiesta	1858	START	1590270355995	1590270355995
USER	ComentarLocal	1883	START	1590270355996	1590270355996
REQUEST	1858		Home	1590270355996	1590270356000	OK	 
REQUEST	1883		Home	1590270355996	1590270356000	OK	 
REQUEST	1483		Login	1590270356015	1590270356015	OK	 
REQUEST	1483		request_2	1590270356016	1590270356017	OK	 
REQUEST	1458		Login	1590270356015	1590270356017	OK	 
REQUEST	1458		request_2	1590270356017	1590270356018	OK	 
REQUEST	708		Logged	1590270356027	1590270356028	OK	 
REQUEST	733		Logged	1590270356027	1590270356028	OK	 
REQUEST	733		Logged Redirect 1	1590270356028	1590270356029	OK	 
REQUEST	708		Logged Redirect 1	1590270356028	1590270356029	OK	 
USER	ComentarFiesta	1859	START	1590270356042	1590270356042
USER	ComentarLocal	1884	START	1590270356042	1590270356042
REQUEST	709		Logged	1590270356042	1590270356044	OK	 
REQUEST	734		Logged	1590270356045	1590270356046	OK	 
REQUEST	709		Logged Redirect 1	1590270356044	1590270356047	OK	 
REQUEST	1859		Home	1590270356043	1590270356047	OK	 
REQUEST	734		Logged Redirect 1	1590270356046	1590270356048	OK	 
REQUEST	1884		Home	1590270356043	1590270356050	OK	 
REQUEST	1484		Login	1590270356058	1590270356059	OK	 
REQUEST	1459		Login	1590270356058	1590270356060	OK	 
REQUEST	1484		request_2	1590270356060	1590270356061	OK	 
REQUEST	1459		request_2	1590270356061	1590270356063	OK	 
USER	ComentarFiesta	1860	START	1590270356075	1590270356075
USER	ComentarLocal	1885	START	1590270356075	1590270356075
REQUEST	1860		Home	1590270356075	1590270356078	OK	 
REQUEST	1885		Home	1590270356075	1590270356078	OK	 
REQUEST	1485		Login	1590270356096	1590270356097	OK	 
REQUEST	710		Logged	1590270356096	1590270356098	OK	 
REQUEST	1460		Login	1590270356096	1590270356098	OK	 
REQUEST	1485		request_2	1590270356098	1590270356099	OK	 
REQUEST	735		Logged	1590270356096	1590270356100	OK	 
REQUEST	710		Logged Redirect 1	1590270356098	1590270356100	OK	 
REQUEST	1460		request_2	1590270356099	1590270356101	OK	 
REQUEST	735		Logged Redirect 1	1590270356100	1590270356101	OK	 
USER	ComentarLocal	1886	START	1590270356115	1590270356115
USER	ComentarFiesta	1861	START	1590270356115	1590270356115
REQUEST	736		Logged	1590270356115	1590270356117	OK	 
REQUEST	711		Logged	1590270356115	1590270356117	OK	 
REQUEST	711		Logged Redirect 1	1590270356117	1590270356117	OK	 
REQUEST	736		Logged Redirect 1	1590270356117	1590270356119	OK	 
REQUEST	1861		Home	1590270356115	1590270356120	OK	 
REQUEST	1886		Home	1590270356115	1590270356120	OK	 
REQUEST	1461		Login	1590270356127	1590270356128	OK	 
REQUEST	1486		Login	1590270356127	1590270356129	OK	 
REQUEST	1461		request_2	1590270356129	1590270356130	OK	 
REQUEST	1486		request_2	1590270356129	1590270356130	OK	 
USER	ComentarLocal	1887	START	1590270356158	1590270356158
USER	ComentarFiesta	1862	START	1590270356158	1590270356158
REQUEST	712		Logged	1590270356158	1590270356160	OK	 
REQUEST	737		Logged	1590270356158	1590270356160	OK	 
REQUEST	712		Logged Redirect 1	1590270356160	1590270356161	OK	 
REQUEST	737		Logged Redirect 1	1590270356160	1590270356161	OK	 
REQUEST	1887		Home	1590270356159	1590270356163	OK	 
REQUEST	1862		Home	1590270356159	1590270356163	OK	 
REQUEST	1462		Login	1590270356174	1590270356175	OK	 
REQUEST	1487		Login	1590270356174	1590270356176	OK	 
REQUEST	1462		request_2	1590270356176	1590270356178	OK	 
REQUEST	1487		request_2	1590270356177	1590270356178	OK	 
USER	ComentarFiesta	1863	START	1590270356196	1590270356196
USER	ComentarLocal	1888	START	1590270356196	1590270356196
REQUEST	1863		Home	1590270356197	1590270356201	OK	 
REQUEST	1888		Home	1590270356197	1590270356201	OK	 
REQUEST	1488		Login	1590270356215	1590270356216	OK	 
REQUEST	1463		Login	1590270356215	1590270356217	OK	 
REQUEST	1488		request_2	1590270356216	1590270356218	OK	 
REQUEST	1463		request_2	1590270356217	1590270356219	OK	 
REQUEST	738		Logged	1590270356228	1590270356230	OK	 
REQUEST	713		Logged	1590270356228	1590270356230	OK	 
REQUEST	738		Logged Redirect 1	1590270356230	1590270356231	OK	 
REQUEST	713		Logged Redirect 1	1590270356230	1590270356231	OK	 
USER	ComentarFiesta	1864	START	1590270356243	1590270356243
USER	ComentarLocal	1889	START	1590270356243	1590270356243
REQUEST	714		Logged	1590270356245	1590270356247	OK	 
REQUEST	739		Logged	1590270356245	1590270356247	OK	 
REQUEST	1889		Home	1590270356243	1590270356249	OK	 
REQUEST	714		Logged Redirect 1	1590270356248	1590270356249	OK	 
REQUEST	739		Logged Redirect 1	1590270356248	1590270356251	OK	 
REQUEST	1864		Home	1590270356243	1590270356254	OK	 
REQUEST	1464		Login	1590270356259	1590270356261	OK	 
REQUEST	1464		request_2	1590270356262	1590270356265	OK	 
REQUEST	1489		Login	1590270356263	1590270356267	OK	 
REQUEST	1489		request_2	1590270356267	1590270356269	OK	 
USER	ComentarLocal	1890	START	1590270356275	1590270356275
USER	ComentarFiesta	1865	START	1590270356275	1590270356275
REQUEST	1890		Home	1590270356275	1590270356279	OK	 
REQUEST	1865		Home	1590270356275	1590270356279	OK	 
REQUEST	1490		Login	1590270356297	1590270356298	OK	 
REQUEST	740		Logged	1590270356297	1590270356300	OK	 
REQUEST	1465		Login	1590270356297	1590270356300	OK	 
REQUEST	740		Logged Redirect 1	1590270356300	1590270356300	OK	 
REQUEST	1490		request_2	1590270356299	1590270356301	OK	 
REQUEST	715		Logged	1590270356297	1590270356301	OK	 
REQUEST	1465		request_2	1590270356300	1590270356302	OK	 
REQUEST	715		Logged Redirect 1	1590270356301	1590270356304	OK	 
REQUEST	741		Logged	1590270356315	1590270356316	OK	 
REQUEST	741		Logged Redirect 1	1590270356317	1590270356318	OK	 
USER	ComentarFiesta	1866	START	1590270356317	1590270356317
USER	ComentarLocal	1891	START	1590270356320	1590270356320
REQUEST	1891		Home	1590270356320	1590270356326	OK	 
REQUEST	1866		Home	1590270356318	1590270356326	OK	 
REQUEST	716		Logged	1590270356326	1590270356329	OK	 
REQUEST	716		Logged Redirect 1	1590270356329	1590270356329	OK	 
REQUEST	1466		Login	1590270356327	1590270356329	OK	 
REQUEST	1491		Login	1590270356326	1590270356330	OK	 
REQUEST	1466		request_2	1590270356330	1590270356331	OK	 
REQUEST	1491		request_2	1590270356331	1590270356332	OK	 
USER	ComentarFiesta	1867	START	1590270356359	1590270356359
USER	ComentarLocal	1892	START	1590270356359	1590270356359
REQUEST	1892		Home	1590270356359	1590270356366	OK	 
REQUEST	1867		Home	1590270356359	1590270356366	OK	 
REQUEST	1492		Login	1590270356381	1590270356383	OK	 
REQUEST	742		Logged	1590270356382	1590270356386	OK	 
REQUEST	1467		Login	1590270356381	1590270356386	OK	 
REQUEST	1492		request_2	1590270356384	1590270356387	OK	 
REQUEST	1467		request_2	1590270356386	1590270356389	OK	 
REQUEST	742		Logged Redirect 1	1590270356386	1590270356390	OK	 
REQUEST	717		Logged	1590270356391	1590270356393	OK	 
REQUEST	717		Logged Redirect 1	1590270356393	1590270356395	OK	 
USER	ComentarFiesta	1868	START	1590270356396	1590270356396
USER	ComentarLocal	1893	START	1590270356396	1590270356396
REQUEST	1868		Home	1590270356396	1590270356402	OK	 
REQUEST	1893		Home	1590270356396	1590270356405	OK	 
REQUEST	718		Logged	1590270356422	1590270356425	OK	 
REQUEST	743		Logged	1590270356422	1590270356425	OK	 
REQUEST	718		Logged Redirect 1	1590270356425	1590270356427	OK	 
REQUEST	743		Logged Redirect 1	1590270356425	1590270356427	OK	 
REQUEST	1493		Login	1590270356428	1590270356431	OK	 
REQUEST	1468		Login	1590270356429	1590270356431	OK	 
REQUEST	1468		request_2	1590270356431	1590270356433	OK	 
REQUEST	1493		request_2	1590270356431	1590270356435	OK	 
USER	ComentarFiesta	1869	START	1590270356442	1590270356442
USER	ComentarLocal	1894	START	1590270356442	1590270356442
REQUEST	1869		Home	1590270356442	1590270356449	OK	 
REQUEST	744		Logged	1590270356446	1590270356449	OK	 
REQUEST	719		Logged	1590270356446	1590270356451	OK	 
REQUEST	744		Logged Redirect 1	1590270356449	1590270356453	OK	 
REQUEST	719		Logged Redirect 1	1590270356451	1590270356454	OK	 
REQUEST	1894		Home	1590270356442	1590270356456	OK	 
REQUEST	1494		Login	1590270356458	1590270356461	OK	 
REQUEST	1494		request_2	1590270356461	1590270356462	OK	 
REQUEST	1469		Login	1590270356465	1590270356467	OK	 
REQUEST	1469		request_2	1590270356480	1590270356481	OK	 
USER	ComentarFiesta	1870	START	1590270356482	1590270356482
USER	ComentarLocal	1895	START	1590270356482	1590270356482
REQUEST	720		Logged	1590270356485	1590270356487	OK	 
REQUEST	1495		Login	1590270356486	1590270356487	OK	 
REQUEST	745		Logged	1590270356485	1590270356488	OK	 
REQUEST	1870		Home	1590270356483	1590270356489	OK	 
REQUEST	720		Logged Redirect 1	1590270356487	1590270356490	OK	 
REQUEST	1495		request_2	1590270356488	1590270356491	OK	 
REQUEST	745		Logged Redirect 1	1590270356488	1590270356491	OK	 
REQUEST	1470		Login	1590270356488	1590270356491	OK	 
REQUEST	1895		Home	1590270356483	1590270356493	OK	 
REQUEST	1470		request_2	1590270356492	1590270356494	OK	 
USER	ComentarFiesta	1871	START	1590270356528	1590270356528
USER	ComentarLocal	1896	START	1590270356528	1590270356528
REQUEST	721		Logged	1590270356528	1590270356531	OK	 
REQUEST	721		Logged Redirect 1	1590270356531	1590270356532	OK	 
REQUEST	746		Logged	1590270356528	1590270356533	OK	 
REQUEST	1471		Login	1590270356528	1590270356534	OK	 
REQUEST	746		Logged Redirect 1	1590270356533	1590270356536	OK	 
REQUEST	1471		request_2	1590270356535	1590270356536	OK	 
REQUEST	1496		Login	1590270356537	1590270356539	OK	 
REQUEST	1871		Home	1590270356529	1590270356540	OK	 
REQUEST	1496		request_2	1590270356539	1590270356541	OK	 
REQUEST	1896		Home	1590270356529	1590270356543	OK	 
USER	ComentarLocal	1897	START	1590270356560	1590270356560
USER	ComentarFiesta	1872	START	1590270356560	1590270356560
REQUEST	1872		Home	1590270356560	1590270356564	OK	 
REQUEST	1897		Home	1590270356560	1590270356564	OK	 
REQUEST	722		Logged	1590270356565	1590270356567	OK	 
REQUEST	747		Logged	1590270356566	1590270356567	OK	 
REQUEST	1472		Login	1590270356566	1590270356568	OK	 
REQUEST	1497		Login	1590270356566	1590270356568	OK	 
REQUEST	1497		request_2	1590270356568	1590270356569	OK	 
REQUEST	1472		request_2	1590270356568	1590270356569	OK	 
REQUEST	722		Logged Redirect 1	1590270356567	1590270356569	OK	 
REQUEST	747		Logged Redirect 1	1590270356567	1590270356569	OK	 
USER	ComentarLocal	1898	START	1590270356595	1590270356595
USER	ComentarFiesta	1873	START	1590270356595	1590270356595
REQUEST	1898		Home	1590270356595	1590270356598	OK	 
REQUEST	1873		Home	1590270356595	1590270356598	OK	 
REQUEST	723		Logged	1590270356607	1590270356607	OK	 
