ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.BuscarLocalTestDiagnosis	buscarlocaltestdiagnosis	1590161608069	 	3.3.1
USER	BuscarLocalNegativoTest	248	START	1590161612800	1590161612800
REQUEST	212		Welcome	1590161612798	1590161612802	OK	 
REQUEST	178		Welcome	1590161612798	1590161612803	OK	 
REQUEST	248		Welcome	1590161612801	1590161612805	OK	 
USER	BuscarLocalPositivoTest	213	START	1590161612829	1590161612829
REQUEST	213		Welcome	1590161612830	1590161612835	OK	 
USER	BuscarLocalPositivoTest	214	START	1590161612848	1590161612848
USER	BuscarLocalNegativoTest	249	START	1590161612849	1590161612849
REQUEST	249		Welcome	1590161612849	1590161612854	OK	 
REQUEST	214		Welcome	1590161612849	1590161612855	OK	 
USER	BuscarLocalPositivoTest	215	START	1590161612878	1590161612878
USER	BuscarLocalNegativoTest	250	START	1590161612878	1590161612878
REQUEST	250		Welcome	1590161612879	1590161612883	OK	 
REQUEST	215		Welcome	1590161612879	1590161612883	OK	 
USER	BuscarLocalPositivoTest	216	START	1590161612911	1590161612911
USER	BuscarLocalNegativoTest	251	START	1590161612911	1590161612911
REQUEST	251		Welcome	1590161612912	1590161612916	OK	 
REQUEST	216		Welcome	1590161612912	1590161612917	OK	 
USER	BuscarLocalPositivoTest	217	START	1590161612940	1590161612940
USER	BuscarLocalNegativoTest	252	START	1590161612940	1590161612940
REQUEST	217		Welcome	1590161612941	1590161612945	OK	 
REQUEST	252		Welcome	1590161612940	1590161612945	OK	 
USER	BuscarLocalNegativoTest	253	START	1590161612966	1590161612966
USER	BuscarLocalPositivoTest	218	START	1590161612966	1590161612966
REQUEST	253		Welcome	1590161612966	1590161612971	OK	 
REQUEST	218		Welcome	1590161612966	1590161612971	OK	 
USER	BuscarLocalNegativoTest	254	START	1590161612988	1590161612988
REQUEST	254		Welcome	1590161612988	1590161612992	OK	 
USER	BuscarLocalPositivoTest	219	START	1590161612998	1590161612998
REQUEST	219		Welcome	1590161612998	1590161613003	OK	 
USER	BuscarLocalNegativoTest	255	START	1590161613020	1590161613020
REQUEST	255		Welcome	1590161613020	1590161613024	OK	 
USER	BuscarLocalPositivoTest	220	START	1590161613031	1590161613031
REQUEST	220		Welcome	1590161613031	1590161613036	OK	 
USER	BuscarLocalNegativoTest	256	START	1590161613047	1590161613047
USER	BuscarLocalPositivoTest	221	START	1590161613047	1590161613047
REQUEST	221		Welcome	1590161613047	1590161613051	OK	 
REQUEST	256		Welcome	1590161613047	1590161613051	OK	 
USER	BuscarLocalNegativoTest	257	START	1590161613081	1590161613081
USER	BuscarLocalPositivoTest	222	START	1590161613081	1590161613081
REQUEST	222		Welcome	1590161613081	1590161613087	OK	 
REQUEST	257		Welcome	1590161613081	1590161613087	OK	 
USER	BuscarLocalNegativoTest	258	START	1590161613106	1590161613106
USER	BuscarLocalPositivoTest	223	START	1590161613106	1590161613106
REQUEST	223		Welcome	1590161613107	1590161613111	OK	 
REQUEST	258		Welcome	1590161613107	1590161613133	OK	 
USER	BuscarLocalNegativoTest	259	START	1590161613139	1590161613139
USER	BuscarLocalPositivoTest	224	START	1590161613139	1590161613139
REQUEST	259		Welcome	1590161613140	1590161613143	OK	 
REQUEST	224		Welcome	1590161613140	1590161613143	OK	 
USER	BuscarLocalNegativoTest	260	START	1590161613171	1590161613171
USER	BuscarLocalPositivoTest	225	START	1590161613171	1590161613171
REQUEST	225		Welcome	1590161613172	1590161613180	OK	 
REQUEST	260		Welcome	1590161613172	1590161613180	OK	 
USER	BuscarLocalNegativoTest	261	START	1590161613186	1590161613186
REQUEST	261		Welcome	1590161613188	1590161613196	OK	 
USER	BuscarLocalPositivoTest	226	START	1590161613200	1590161613200
REQUEST	226		Welcome	1590161613202	1590161613210	OK	 
USER	BuscarLocalNegativoTest	262	START	1590161613216	1590161613216
REQUEST	262		Welcome	1590161613217	1590161613224	OK	 
USER	BuscarLocalPositivoTest	227	START	1590161613227	1590161613227
REQUEST	227		Welcome	1590161613228	1590161613235	OK	 
USER	BuscarLocalPositivoTest	228	START	1590161613248	1590161613248
USER	BuscarLocalNegativoTest	263	START	1590161613248	1590161613248
REQUEST	263		Welcome	1590161613249	1590161613259	OK	 
REQUEST	228		Welcome	1590161613249	1590161613259	OK	 
USER	BuscarLocalPositivoTest	229	START	1590161613276	1590161613276
USER	BuscarLocalNegativoTest	264	START	1590161613276	1590161613276
REQUEST	229		Welcome	1590161613277	1590161613287	OK	 
REQUEST	264		Welcome	1590161613277	1590161613287	OK	 
USER	BuscarLocalNegativoTest	265	START	1590161613307	1590161613307
USER	BuscarLocalPositivoTest	230	START	1590161613307	1590161613307
REQUEST	265		Welcome	1590161613308	1590161613318	OK	 
REQUEST	230		Welcome	1590161613308	1590161613319	OK	 
USER	BuscarLocalPositivoTest	231	START	1590161613336	1590161613336
USER	BuscarLocalNegativoTest	266	START	1590161613347	1590161613347
REQUEST	231		Welcome	1590161613337	1590161613359	OK	 
REQUEST	266		Welcome	1590161613349	1590161613367	OK	 
USER	BuscarLocalPositivoTest	232	START	1590161613391	1590161613391
USER	BuscarLocalNegativoTest	267	START	1590161613392	1590161613392
USER	BuscarLocalNegativoTest	268	START	1590161613396	1590161613396
USER	BuscarLocalPositivoTest	233	START	1590161613399	1590161613399
REQUEST	232		Welcome	1590161613392	1590161613407	OK	 
REQUEST	267		Welcome	1590161613393	1590161613407	OK	 
REQUEST	233		Welcome	1590161613399	1590161613410	OK	 
REQUEST	268		Welcome	1590161613396	1590161613410	OK	 
USER	BuscarLocalNegativoTest	269	START	1590161613417	1590161613417
REQUEST	269		Welcome	1590161613418	1590161613427	OK	 
USER	BuscarLocalPositivoTest	234	START	1590161613430	1590161613430
REQUEST	234		Welcome	1590161613431	1590161613436	OK	 
USER	BuscarLocalPositivoTest	235	START	1590161613446	1590161613446
REQUEST	235		Welcome	1590161613446	1590161613450	OK	 
USER	BuscarLocalNegativoTest	270	START	1590161613446	1590161613446
REQUEST	270		Welcome	1590161613477	1590161613480	OK	 
USER	BuscarLocalNegativoTest	271	START	1590161613481	1590161613481
REQUEST	271		Welcome	1590161613511	1590161613514	OK	 
USER	BuscarLocalNegativoTest	273	START	1590161613539	1590161613539
USER	BuscarLocalPositivoTest	238	START	1590161613542	1590161613542
REQUEST	273		Welcome	1590161613540	1590161613547	OK	 
REQUEST	238		Welcome	1590161613542	1590161613547	OK	 
USER	BuscarLocalNegativoTest	272	START	1590161613507	1590161613507
REQUEST	272		Welcome	1590161613549	1590161613554	OK	 
USER	BuscarLocalPositivoTest	239	START	1590161613570	1590161613570
USER	BuscarLocalNegativoTest	274	START	1590161613570	1590161613570
REQUEST	239		Welcome	1590161613571	1590161613575	OK	 
REQUEST	274		Welcome	1590161613571	1590161613575	OK	 
USER	BuscarLocalPositivoTest	236	START	1590161613481	1590161613481
USER	BuscarLocalPositivoTest	237	START	1590161613507	1590161613507
USER	BuscarLocalNegativoTest	275	START	1590161613586	1590161613586
REQUEST	237		Welcome	1590161613584	1590161613590	OK	 
REQUEST	236		Welcome	1590161613584	1590161613592	OK	 
REQUEST	275		Welcome	1590161613587	1590161613595	OK	 
USER	BuscarLocalPositivoTest	240	START	1590161613598	1590161613598
REQUEST	240		Welcome	1590161613599	1590161613607	OK	 
USER	BuscarLocalNegativoTest	276	START	1590161613619	1590161613619
REQUEST	276		Welcome	1590161613620	1590161613624	OK	 
USER	BuscarLocalPositivoTest	241	START	1590161613630	1590161613630
REQUEST	241		Welcome	1590161613631	1590161613634	OK	 
USER	BuscarLocalPositivoTest	242	START	1590161613646	1590161613646
USER	BuscarLocalNegativoTest	277	START	1590161613646	1590161613646
REQUEST	242		Welcome	1590161613646	1590161613651	OK	 
REQUEST	277		Welcome	1590161613646	1590161613651	OK	 
USER	BuscarLocalPositivoTest	243	START	1590161613678	1590161613678
USER	BuscarLocalNegativoTest	278	START	1590161613678	1590161613678
REQUEST	243		Welcome	1590161613679	1590161613683	OK	 
REQUEST	278		Welcome	1590161613679	1590161613683	OK	 
USER	BuscarLocalPositivoTest	244	START	1590161613710	1590161613710
USER	BuscarLocalNegativoTest	279	START	1590161613710	1590161613710
REQUEST	244		Welcome	1590161613711	1590161613715	OK	 
REQUEST	279		Welcome	1590161613711	1590161613715	OK	 
USER	BuscarLocalPositivoTest	245	START	1590161613736	1590161613736
USER	BuscarLocalNegativoTest	280	START	1590161613736	1590161613736
REQUEST	245		Welcome	1590161613736	1590161613740	OK	 
REQUEST	280		Welcome	1590161613736	1590161613740	OK	 
USER	BuscarLocalPositivoTest	246	START	1590161613766	1590161613766
USER	BuscarLocalNegativoTest	281	START	1590161613766	1590161613766
REQUEST	281		Welcome	1590161613767	1590161613775	OK	 
REQUEST	246		Welcome	1590161613767	1590161613776	OK	 
USER	BuscarLocalPositivoTest	247	START	1590161613801	1590161613801
USER	BuscarLocalNegativoTest	282	START	1590161613801	1590161613801
USER	BuscarLocalPositivoTest	284	START	1590161613802	1590161613802
REQUEST	284		Welcome	1590161613804	1590161613814	OK	 
REQUEST	247		Welcome	1590161613802	1590161613814	OK	 
REQUEST	282		Welcome	1590161613802	1590161613816	OK	 
USER	BuscarLocalNegativoTest	283	START	1590161613820	1590161613820
REQUEST	283		Welcome	1590161613822	1590161613832	OK	 
USER	BuscarLocalNegativoTest	320	START	1590161613848	1590161613848
USER	BuscarLocalPositivoTest	285	START	1590161613847	1590161613847
REQUEST	320		Welcome	1590161613848	1590161613860	OK	 
REQUEST	285		Welcome	1590161613848	1590161613860	OK	 
USER	BuscarLocalNegativoTest	321	START	1590161613877	1590161613877
USER	BuscarLocalPositivoTest	286	START	1590161613877	1590161613877
REQUEST	321		Welcome	1590161613878	1590161613884	OK	 
REQUEST	286		Welcome	1590161613878	1590161613884	OK	 
USER	BuscarLocalNegativoTest	322	START	1590161613909	1590161613909
USER	BuscarLocalPositivoTest	287	START	1590161613909	1590161613909
REQUEST	287		Welcome	1590161613909	1590161613916	OK	 
REQUEST	322		Welcome	1590161613909	1590161613916	OK	 
USER	BuscarLocalNegativoTest	323	START	1590161613930	1590161613930
REQUEST	323		Welcome	1590161613931	1590161613936	OK	 
USER	BuscarLocalPositivoTest	288	START	1590161613941	1590161613941
REQUEST	288		Welcome	1590161613941	1590161613946	OK	 
USER	BuscarLocalNegativoTest	324	START	1590161613957	1590161613957
REQUEST	324		Welcome	1590161613957	1590161613962	OK	 
USER	BuscarLocalPositivoTest	289	START	1590161613968	1590161613968
REQUEST	289		Welcome	1590161613968	1590161613973	OK	 
USER	BuscarLocalNegativoTest	325	START	1590161613989	1590161613989
USER	BuscarLocalPositivoTest	290	START	1590161613989	1590161613989
REQUEST	290		Welcome	1590161613989	1590161613995	OK	 
REQUEST	325		Welcome	1590161613989	1590161613995	OK	 
USER	BuscarLocalNegativoTest	326	START	1590161614022	1590161614022
USER	BuscarLocalPositivoTest	291	START	1590161614022	1590161614022
REQUEST	291		Welcome	1590161614023	1590161614034	OK	 
REQUEST	326		Welcome	1590161614023	1590161614034	OK	 
USER	BuscarLocalNegativoTest	327	START	1590161614069	1590161614069
USER	BuscarLocalPositivoTest	292	START	1590161614069	1590161614069
USER	BuscarLocalPositivoTest	293	START	1590161614078	1590161614078
USER	BuscarLocalNegativoTest	328	START	1590161614079	1590161614079
REQUEST	327		Welcome	1590161614070	1590161614088	OK	 
REQUEST	293		Welcome	1590161614079	1590161614090	OK	 
REQUEST	292		Welcome	1590161614070	1590161614090	OK	 
REQUEST	328		Welcome	1590161614080	1590161614093	OK	 
USER	BuscarLocalNegativoTest	329	START	1590161614106	1590161614106
USER	BuscarLocalPositivoTest	294	START	1590161614106	1590161614106
REQUEST	329		Welcome	1590161614107	1590161614110	OK	 
REQUEST	294		Welcome	1590161614107	1590161614110	OK	 
USER	BuscarLocalNegativoTest	330	START	1590161614128	1590161614128
REQUEST	330		Welcome	1590161614128	1590161614132	OK	 
USER	BuscarLocalPositivoTest	295	START	1590161614138	1590161614138
REQUEST	295		Welcome	1590161614138	1590161614141	OK	 
USER	BuscarLocalNegativoTest	331	START	1590161614159	1590161614159
REQUEST	331		Welcome	1590161614160	1590161614163	OK	 
USER	BuscarLocalPositivoTest	296	START	1590161614170	1590161614170
REQUEST	296		Welcome	1590161614171	1590161614174	OK	 
USER	BuscarLocalPositivoTest	297	START	1590161614186	1590161614186
USER	BuscarLocalNegativoTest	332	START	1590161614186	1590161614186
REQUEST	297		Welcome	1590161614186	1590161614189	OK	 
REQUEST	332		Welcome	1590161614186	1590161614189	OK	 
USER	BuscarLocalPositivoTest	298	START	1590161614216	1590161614216
USER	BuscarLocalNegativoTest	333	START	1590161614216	1590161614216
REQUEST	298		Welcome	1590161614217	1590161614221	OK	 
REQUEST	333		Welcome	1590161614217	1590161614221	OK	 
USER	BuscarLocalNegativoTest	334	START	1590161614249	1590161614249
USER	BuscarLocalPositivoTest	299	START	1590161614249	1590161614249
REQUEST	299		Welcome	1590161614250	1590161614254	OK	 
REQUEST	334		Welcome	1590161614250	1590161614254	OK	 
USER	BuscarLocalNegativoTest	335	START	1590161614281	1590161614281
USER	BuscarLocalPositivoTest	300	START	1590161614281	1590161614281
REQUEST	335		Welcome	1590161614282	1590161614290	OK	 
REQUEST	300		Welcome	1590161614282	1590161614292	OK	 
USER	BuscarLocalPositivoTest	301	START	1590161614307	1590161614307
USER	BuscarLocalNegativoTest	336	START	1590161614307	1590161614307
REQUEST	301		Welcome	1590161614308	1590161614322	OK	 
REQUEST	336		Welcome	1590161614308	1590161614323	OK	 
USER	BuscarLocalNegativoTest	337	START	1590161614326	1590161614326
REQUEST	337		Welcome	1590161614327	1590161614336	OK	 
USER	BuscarLocalPositivoTest	302	START	1590161614338	1590161614338
REQUEST	302		Welcome	1590161614339	1590161614346	OK	 
USER	BuscarLocalNegativoTest	338	START	1590161614361	1590161614361
USER	BuscarLocalPositivoTest	303	START	1590161614366	1590161614366
REQUEST	338		Welcome	1590161614362	1590161614367	OK	 
REQUEST	303		Welcome	1590161614366	1590161614372	OK	 
USER	BuscarLocalNegativoTest	339	START	1590161614387	1590161614387
USER	BuscarLocalPositivoTest	304	START	1590161614387	1590161614387
REQUEST	339		Welcome	1590161614388	1590161614393	OK	 
REQUEST	304		Welcome	1590161614388	1590161614393	OK	 
USER	BuscarLocalNegativoTest	340	START	1590161614419	1590161614419
USER	BuscarLocalPositivoTest	305	START	1590161614419	1590161614419
REQUEST	305		Welcome	1590161614419	1590161614425	OK	 
REQUEST	340		Welcome	1590161614419	1590161614425	OK	 
USER	BuscarLocalPositivoTest	306	START	1590161614451	1590161614451
USER	BuscarLocalNegativoTest	341	START	1590161614451	1590161614451
REQUEST	306		Welcome	1590161614451	1590161614458	OK	 
REQUEST	341		Welcome	1590161614451	1590161614458	OK	 
USER	BuscarLocalPositivoTest	307	START	1590161614478	1590161614478
USER	BuscarLocalNegativoTest	342	START	1590161614483	1590161614483
REQUEST	307		Welcome	1590161614478	1590161614491	OK	 
REQUEST	342		Welcome	1590161614484	1590161614494	OK	 
USER	BuscarLocalPositivoTest	308	START	1590161614506	1590161614506
USER	BuscarLocalNegativoTest	343	START	1590161614506	1590161614506
REQUEST	343		Welcome	1590161614506	1590161614519	OK	 
REQUEST	308		Welcome	1590161614506	1590161614519	OK	 
USER	BuscarLocalNegativoTest	344	START	1590161614532	1590161614532
USER	BuscarLocalPositivoTest	309	START	1590161614538	1590161614538
REQUEST	344		Welcome	1590161614532	1590161614543	OK	 
REQUEST	309		Welcome	1590161614538	1590161614544	OK	 
USER	BuscarLocalNegativoTest	345	START	1590161614558	1590161614558
REQUEST	345		Welcome	1590161614559	1590161614562	OK	 
USER	BuscarLocalPositivoTest	310	START	1590161614569	1590161614569
REQUEST	310		Welcome	1590161614570	1590161614573	OK	 
USER	BuscarLocalPositivoTest	311	START	1590161614590	1590161614590
USER	BuscarLocalNegativoTest	346	START	1590161614590	1590161614590
REQUEST	346		Welcome	1590161614591	1590161614595	OK	 
REQUEST	311		Welcome	1590161614591	1590161614595	OK	 
USER	BuscarLocalPositivoTest	312	START	1590161614616	1590161614616
USER	BuscarLocalNegativoTest	347	START	1590161614616	1590161614616
REQUEST	347		Welcome	1590161614616	1590161614621	OK	 
REQUEST	312		Welcome	1590161614616	1590161614621	OK	 
USER	BuscarLocalPositivoTest	313	START	1590161614648	1590161614648
USER	BuscarLocalNegativoTest	348	START	1590161614648	1590161614648
REQUEST	313		Welcome	1590161614648	1590161614652	OK	 
REQUEST	348		Welcome	1590161614648	1590161614652	OK	 
USER	BuscarLocalPositivoTest	314	START	1590161614681	1590161614681
USER	BuscarLocalNegativoTest	349	START	1590161614681	1590161614681
REQUEST	349		Welcome	1590161614682	1590161614691	OK	 
REQUEST	314		Welcome	1590161614682	1590161614691	OK	 
USER	BuscarLocalPositivoTest	315	START	1590161614707	1590161614707
USER	BuscarLocalNegativoTest	350	START	1590161614707	1590161614707
REQUEST	315		Welcome	1590161614708	1590161614718	OK	 
REQUEST	350		Welcome	1590161614708	1590161614718	OK	 
USER	BuscarLocalNegativoTest	351	START	1590161614726	1590161614726
REQUEST	351		Welcome	1590161614727	1590161614735	OK	 
USER	BuscarLocalPositivoTest	316	START	1590161614738	1590161614738
REQUEST	316		Welcome	1590161614740	1590161614754	OK	 
USER	BuscarLocalNegativoTest	352	START	1590161614768	1590161614768
USER	BuscarLocalPositivoTest	317	START	1590161614775	1590161614775
REQUEST	352		Welcome	1590161614769	1590161614785	OK	 
REQUEST	317		Welcome	1590161614778	1590161614791	OK	 
USER	BuscarLocalPositivoTest	318	START	1590161614791	1590161614791
USER	BuscarLocalNegativoTest	353	START	1590161614793	1590161614793
REQUEST	318		Welcome	1590161614792	1590161614800	OK	 
REQUEST	353		Welcome	1590161614794	1590161614800	OK	 
USER	BuscarLocalNegativoTest	354	START	1590161614817	1590161614817
USER	BuscarLocalPositivoTest	319	START	1590161614817	1590161614817
REQUEST	319		Welcome	1590161614817	1590161614822	OK	 
REQUEST	354		Welcome	1590161614817	1590161614822	OK	 
USER	BuscarLocalPositivoTest	355	START	1590161614848	1590161614848
REQUEST	355		Welcome	1590161614848	1590161614852	OK	 
USER	BuscarLocalNegativoTest	389	START	1590161614858	1590161614858
REQUEST	389		Welcome	1590161614859	1590161614863	OK	 
USER	BuscarLocalPositivoTest	356	START	1590161614869	1590161614869
REQUEST	356		Welcome	1590161614870	1590161614873	OK	 
USER	BuscarLocalNegativoTest	390	START	1590161614880	1590161614880
REQUEST	390		Welcome	1590161614880	1590161614885	OK	 
USER	BuscarLocalPositivoTest	357	START	1590161614896	1590161614896
REQUEST	357		Welcome	1590161614897	1590161614903	OK	 
USER	BuscarLocalNegativoTest	391	START	1590161614906	1590161614906
REQUEST	391		Welcome	1590161614907	1590161614915	OK	 
USER	BuscarLocalPositivoTest	358	START	1590161614939	1590161614939
USER	BuscarLocalNegativoTest	392	START	1590161614939	1590161614939
REQUEST	392		Welcome	1590161614940	1590161614948	OK	 
REQUEST	358		Welcome	1590161614940	1590161614948	OK	 
USER	BuscarLocalNegativoTest	393	START	1590161614967	1590161614967
USER	BuscarLocalPositivoTest	359	START	1590161614967	1590161614967
REQUEST	393		Welcome	1590161614968	1590161614977	OK	 
REQUEST	359		Welcome	1590161614968	1590161614977	OK	 
USER	BuscarLocalNegativoTest	394	START	1590161614997	1590161614997
USER	BuscarLocalPositivoTest	360	START	1590161614997	1590161614997
REQUEST	394		Welcome	1590161614998	1590161615007	OK	 
REQUEST	360		Welcome	1590161614998	1590161615007	OK	 
USER	BuscarLocalPositivoTest	361	START	1590161615029	1590161615029
USER	BuscarLocalNegativoTest	395	START	1590161615029	1590161615029
