ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerMisLocalesTest	vermislocalestest	1590170291982	 	3.3.1
REQUEST	1545		WrongLogin	1590170333446	1590170333449	OK	 
REQUEST	595		WrongLogged	1590170333446	1590170333452	OK	 
REQUEST	569		RightLogged	1590170333457	1590170333459	OK	 
USER	VerMisLocalesNegativoTest	1996	START	1590170333461	1590170333461
USER	VerMisLocalesPositivoTest	1970	START	1590170333461	1590170333461
REQUEST	1520		RightLogin	1590170333465	1590170333467	OK	 
REQUEST	595		WrongLogged Redirect 1	1590170333452	1590170333470	OK	 
REQUEST	570		RightLogged	1590170333481	1590170333483	OK	 
USER	VerMisLocalesPositivoTest	1971	START	1590170333481	1590170333481
REQUEST	596		WrongLogged	1590170333481	1590170333486	OK	 
USER	VerMisLocalesNegativoTest	1997	START	1590170333488	1590170333488
REQUEST	1970		Welcome	1590170333461	1590170333494	OK	 
REQUEST	1996		Welcome	1590170333461	1590170333497	OK	 
REQUEST	1997		Welcome	1590170333488	1590170333501	OK	 
REQUEST	596		WrongLogged Redirect 1	1590170333486	1590170333505	OK	 
REQUEST	1546		WrongLogin	1590170333507	1590170333509	OK	 
REQUEST	570		RightLogged Redirect 1	1590170333484	1590170333513	OK	 
REQUEST	569		RightLogged Redirect 1	1590170333459	1590170333516	OK	 
REQUEST	1971		Welcome	1590170333483	1590170333518	OK	 
REQUEST	571		RightLogged	1590170333522	1590170333524	OK	 
REQUEST	597		WrongLogged	1590170333523	1590170333525	OK	 
REQUEST	1521		RightLogin	1590170333526	1590170333528	OK	 
USER	VerMisLocalesPositivoTest	1972	START	1590170333526	1590170333526
USER	VerMisLocalesNegativoTest	1998	START	1590170333530	1590170333530
REQUEST	571		RightLogged Redirect 1	1590170333524	1590170333533	OK	 
REQUEST	597		WrongLogged Redirect 1	1590170333526	1590170333537	OK	 
REQUEST	1972		Welcome	1590170333527	1590170333539	OK	 
REQUEST	1998		Welcome	1590170333531	1590170333542	OK	 
REQUEST	598		WrongLogged	1590170333561	1590170333562	OK	 
REQUEST	572		RightLogged	1590170333566	1590170333569	OK	 
REQUEST	1522		RightLogin	1590170333567	1590170333569	OK	 
REQUEST	1547		WrongLogin	1590170333571	1590170333573	OK	 
USER	VerMisLocalesPositivoTest	1973	START	1590170333571	1590170333571
REQUEST	1548		WrongLogin	1590170333571	1590170333574	OK	 
USER	VerMisLocalesNegativoTest	1999	START	1590170333575	1590170333575
REQUEST	598		WrongLogged Redirect 1	1590170333562	1590170333580	OK	 
REQUEST	599		WrongLogged	1590170333577	1590170333581	OK	 
REQUEST	573		RightLogged	1590170333578	1590170333581	OK	 
REQUEST	1999		Welcome	1590170333575	1590170333584	OK	 
REQUEST	1973		Welcome	1590170333572	1590170333586	OK	 
REQUEST	572		RightLogged Redirect 1	1590170333569	1590170333587	OK	 
REQUEST	573		RightLogged Redirect 1	1590170333581	1590170333590	OK	 
REQUEST	599		WrongLogged Redirect 1	1590170333581	1590170333592	OK	 
USER	VerMisLocalesPositivoTest	1974	START	1590170333614	1590170333614
REQUEST	1523		RightLogin	1590170333614	1590170333616	OK	 
USER	VerMisLocalesNegativoTest	2000	START	1590170333617	1590170333617
REQUEST	1974		Welcome	1590170333615	1590170333619	OK	 
REQUEST	2000		Welcome	1590170333618	1590170333622	OK	 
REQUEST	1549		WrongLogin	1590170333639	1590170333642	OK	 
REQUEST	1524		RightLogin	1590170333639	1590170333643	OK	 
USER	VerMisLocalesPositivoTest	1975	START	1590170333645	1590170333645
REQUEST	600		WrongLogged	1590170333645	1590170333647	OK	 
REQUEST	1550		WrongLogin	1590170333645	1590170333648	OK	 
REQUEST	574		RightLogged	1590170333645	1590170333649	OK	 
USER	VerMisLocalesNegativoTest	2001	START	1590170333650	1590170333650
REQUEST	1525		RightLogin	1590170333650	1590170333652	OK	 
REQUEST	575		RightLogged	1590170333650	1590170333653	OK	 
REQUEST	574		RightLogged Redirect 1	1590170333649	1590170333656	OK	 
REQUEST	1975		Welcome	1590170333646	1590170333657	OK	 
REQUEST	2001		Welcome	1590170333650	1590170333660	OK	 
REQUEST	575		RightLogged Redirect 1	1590170333653	1590170333661	OK	 
REQUEST	600		WrongLogged Redirect 1	1590170333647	1590170333663	OK	 
REQUEST	601		WrongLogged	1590170333672	1590170333672	OK	 
REQUEST	601		WrongLogged Redirect 1	1590170333673	1590170333675	OK	 
USER	VerMisLocalesPositivoTest	1976	START	1590170333698	1590170333698
USER	VerMisLocalesNegativoTest	2002	START	1590170333698	1590170333698
REQUEST	1551		WrongLogin	1590170333699	1590170333701	OK	 
REQUEST	1526		RightLogin	1590170333700	1590170333702	OK	 
REQUEST	2002		Welcome	1590170333699	1590170333704	OK	 
REQUEST	1976		Welcome	1590170333699	1590170333705	OK	 
REQUEST	602		WrongLogged	1590170333719	1590170333721	OK	 
REQUEST	576		RightLogged	1590170333722	1590170333723	OK	 
USER	VerMisLocalesPositivoTest	1977	START	1590170333724	1590170333724
USER	VerMisLocalesNegativoTest	2003	START	1590170333725	1590170333725
REQUEST	602		WrongLogged Redirect 1	1590170333721	1590170333730	OK	 
REQUEST	2003		Welcome	1590170333726	1590170333733	OK	 
REQUEST	1977		Welcome	1590170333725	1590170333736	OK	 
REQUEST	576		RightLogged Redirect 1	1590170333724	1590170333739	OK	 
REQUEST	1552		WrongLogin	1590170333740	1590170333742	OK	 
USER	VerMisLocalesNegativoTest	2004	START	1590170333780	1590170333780
USER	VerMisLocalesNegativoTest	2030	START	1590170333781	1590170333781
USER	VerMisLocalesPositivoTest	1978	START	1590170333780	1590170333780
USER	VerMisLocalesPositivoTest	2005	START	1590170333780	1590170333780
REQUEST	577		RightLogged	1590170333780	1590170333784	OK	 
REQUEST	1527		RightLogin	1590170333780	1590170333784	OK	 
REQUEST	603		WrongLogged	1590170333783	1590170333786	OK	 
REQUEST	2004		Welcome	1590170333781	1590170333790	OK	 
REQUEST	2005		Welcome	1590170333782	1590170333790	OK	 
REQUEST	2030		Welcome	1590170333781	1590170333790	OK	 
REQUEST	577		RightLogged Redirect 1	1590170333784	1590170333792	OK	 
REQUEST	1978		Welcome	1590170333782	1590170333792	OK	 
REQUEST	603		WrongLogged Redirect 1	1590170333786	1590170333792	OK	 
REQUEST	578		RightLogged	1590170333809	1590170333810	OK	 
REQUEST	604		WrongLogged	1590170333809	1590170333811	OK	 
REQUEST	604		WrongLogged Redirect 1	1590170333811	1590170333813	OK	 
REQUEST	578		RightLogged Redirect 1	1590170333810	1590170333813	OK	 
USER	VerMisLocalesPositivoTest	2006	START	1590170333831	1590170333831
USER	VerMisLocalesNegativoTest	2031	START	1590170333831	1590170333831
REQUEST	1553		RightLogin	1590170333831	1590170333834	OK	 
REQUEST	1579		WrongLogin	1590170333831	1590170333834	OK	 
REQUEST	1578		WrongLogin	1590170333831	1590170333834	OK	 
REQUEST	629		WrongLogged	1590170333831	1590170333834	OK	 
REQUEST	1554		RightLogin	1590170333832	1590170333834	OK	 
REQUEST	605		RightLogged	1590170333831	1590170333835	OK	 
REQUEST	2006		Welcome	1590170333832	1590170333838	OK	 
REQUEST	2031		Welcome	1590170333832	1590170333838	OK	 
REQUEST	605		RightLogged Redirect 1	1590170333835	1590170333839	OK	 
REQUEST	629		WrongLogged Redirect 1	1590170333834	1590170333840	OK	 
USER	VerMisLocalesNegativoTest	2032	START	1590170333860	1590170333860
USER	VerMisLocalesPositivoTest	2007	START	1590170333860	1590170333860
REQUEST	606		RightLogged	1590170333860	1590170333862	OK	 
REQUEST	630		WrongLogged	1590170333860	1590170333863	OK	 
REQUEST	2007		Welcome	1590170333860	1590170333865	OK	 
REQUEST	606		RightLogged Redirect 1	1590170333862	1590170333866	OK	 
REQUEST	2032		Welcome	1590170333860	1590170333867	OK	 
REQUEST	630		WrongLogged Redirect 1	1590170333863	1590170333868	OK	 
REQUEST	1555		RightLogin	1590170333885	1590170333886	OK	 
REQUEST	1580		WrongLogin	1590170333885	1590170333888	OK	 
USER	VerMisLocalesNegativoTest	2033	START	1590170333906	1590170333906
USER	VerMisLocalesPositivoTest	2008	START	1590170333906	1590170333906
REQUEST	2008		Welcome	1590170333906	1590170333910	OK	 
REQUEST	1556		RightLogin	1590170333909	1590170333910	OK	 
REQUEST	607		RightLogged	1590170333909	1590170333912	OK	 
REQUEST	1581		WrongLogin	1590170333910	1590170333913	OK	 
REQUEST	2033		Welcome	1590170333906	1590170333915	OK	 
REQUEST	607		RightLogged Redirect 1	1590170333912	1590170333916	OK	 
REQUEST	631		WrongLogged	1590170333933	1590170333935	OK	 
REQUEST	632		WrongLogged	1590170333933	1590170333935	OK	 
REQUEST	608		RightLogged	1590170333933	1590170333935	OK	 
REQUEST	631		WrongLogged Redirect 1	1590170333935	1590170333939	OK	 
REQUEST	608		RightLogged Redirect 1	1590170333936	1590170333939	OK	 
REQUEST	632		WrongLogged Redirect 1	1590170333935	1590170333940	OK	 
USER	VerMisLocalesNegativoTest	2034	START	1590170333957	1590170333957
USER	VerMisLocalesPositivoTest	2009	START	1590170333957	1590170333957
USER	VerMisLocalesPositivoTest	2010	START	1590170333980	1590170333980
REQUEST	609		RightLogged	1590170333980	1590170333984	OK	 
REQUEST	633		WrongLogged	1590170333980	1590170333985	OK	 
REQUEST	2034		Welcome	1590170333958	1590170333987	OK	 
REQUEST	2009		Welcome	1590170333958	1590170333989	OK	 
USER	VerMisLocalesNegativoTest	2035	START	1590170333988	1590170333988
REQUEST	2010		Welcome	1590170333980	1590170333994	OK	 
REQUEST	2035		Welcome	1590170333988	1590170333995	OK	 
REQUEST	633		WrongLogged Redirect 1	1590170333985	1590170333999	OK	 
REQUEST	609		RightLogged Redirect 1	1590170333984	1590170334000	OK	 
REQUEST	1557		RightLogin	1590170334001	1590170334002	OK	 
REQUEST	1582		WrongLogin	1590170334001	1590170334003	OK	 
REQUEST	1558		RightLogin	1590170334013	1590170334014	OK	 
REQUEST	1583		WrongLogin	1590170334013	1590170334015	OK	 
USER	VerMisLocalesPositivoTest	2011	START	1590170334032	1590170334032
USER	VerMisLocalesNegativoTest	2036	START	1590170334032	1590170334032
REQUEST	634		WrongLogged	1590170334032	1590170334034	OK	 
REQUEST	610		RightLogged	1590170334032	1590170334034	OK	 
REQUEST	2011		Welcome	1590170334032	1590170334038	OK	 
REQUEST	2036		Welcome	1590170334032	1590170334038	OK	 
REQUEST	610		RightLogged Redirect 1	1590170334035	1590170334039	OK	 
REQUEST	634		WrongLogged Redirect 1	1590170334034	1590170334040	OK	 
REQUEST	635		WrongLogged	1590170334057	1590170334059	OK	 
REQUEST	1559		RightLogin	1590170334057	1590170334059	OK	 
REQUEST	611		RightLogged	1590170334057	1590170334060	OK	 
USER	VerMisLocalesPositivoTest	2012	START	1590170334062	1590170334062
USER	VerMisLocalesNegativoTest	2037	START	1590170334062	1590170334062
REQUEST	1584		WrongLogin	1590170334062	1590170334064	OK	 
REQUEST	635		WrongLogged Redirect 1	1590170334059	1590170334066	OK	 
REQUEST	2037		Welcome	1590170334062	1590170334069	OK	 
REQUEST	2012		Welcome	1590170334062	1590170334070	OK	 
REQUEST	611		RightLogged Redirect 1	1590170334060	1590170334072	OK	 
USER	VerMisLocalesPositivoTest	2013	START	1590170334108	1590170334108
USER	VerMisLocalesNegativoTest	2038	START	1590170334108	1590170334108
REQUEST	1585		WrongLogin	1590170334109	1590170334111	OK	 
REQUEST	1560		RightLogin	1590170334108	1590170334111	OK	 
REQUEST	2038		Welcome	1590170334109	1590170334114	OK	 
REQUEST	2013		Welcome	1590170334109	1590170334114	OK	 
REQUEST	1586		WrongLogin	1590170334133	1590170334134	OK	 
USER	VerMisLocalesNegativoTest	2039	START	1590170334150	1590170334150
USER	VerMisLocalesPositivoTest	2014	START	1590170334150	1590170334150
REQUEST	612		RightLogged	1590170334150	1590170334155	OK	 
REQUEST	636		WrongLogged	1590170334150	1590170334156	OK	 
REQUEST	1561		RightLogin	1590170334151	1590170334156	OK	 
REQUEST	2039		Welcome	1590170334151	1590170334162	OK	 
REQUEST	612		RightLogged Redirect 1	1590170334155	1590170334164	OK	 
REQUEST	636		WrongLogged Redirect 1	1590170334156	1590170334165	OK	 
REQUEST	2014		Welcome	1590170334152	1590170334169	OK	 
REQUEST	638		WrongLogged	1590170334167	1590170334171	OK	 
REQUEST	614		RightLogged	1590170334174	1590170334177	OK	 
REQUEST	613		RightLogged	1590170334174	1590170334179	OK	 
REQUEST	1587		WrongLogin	1590170334175	1590170334180	OK	 
REQUEST	637		WrongLogged	1590170334174	1590170334182	OK	 
REQUEST	1562		RightLogin	1590170334180	1590170334184	OK	 
USER	VerMisLocalesPositivoTest	2015	START	1590170334184	1590170334184
USER	VerMisLocalesNegativoTest	2040	START	1590170334186	1590170334186
REQUEST	1588		WrongLogin	1590170334191	1590170334192	OK	 
REQUEST	638		WrongLogged Redirect 1	1590170334171	1590170334194	OK	 
REQUEST	1563		RightLogin	1590170334191	1590170334195	OK	 
REQUEST	2040		Welcome	1590170334187	1590170334199	OK	 
REQUEST	2015		Welcome	1590170334185	1590170334202	OK	 
REQUEST	637		WrongLogged Redirect 1	1590170334182	1590170334204	OK	 
REQUEST	614		RightLogged Redirect 1	1590170334178	1590170334204	OK	 
REQUEST	613		RightLogged Redirect 1	1590170334179	1590170334206	OK	 
USER	VerMisLocalesPositivoTest	2016	START	1590170334224	1590170334224
USER	VerMisLocalesNegativoTest	2041	START	1590170334224	1590170334224
REQUEST	615		RightLogged	1590170334224	1590170334226	OK	 
REQUEST	615		RightLogged Redirect 1	1590170334227	1590170334229	OK	 
REQUEST	2016		Welcome	1590170334225	1590170334230	OK	 
REQUEST	2041		Welcome	1590170334225	1590170334230	OK	 
REQUEST	639		WrongLogged	1590170334231	1590170334232	OK	 
REQUEST	1564		RightLogin	1590170334231	1590170334233	OK	 
REQUEST	1589		WrongLogin	1590170334231	1590170334234	OK	 
REQUEST	639		WrongLogged Redirect 1	1590170334233	1590170334236	OK	 
REQUEST	616		RightLogged	1590170334255	1590170334256	OK	 
USER	VerMisLocalesPositivoTest	2017	START	1590170334260	1590170334260
REQUEST	640		WrongLogged	1590170334260	1590170334263	OK	 
USER	VerMisLocalesNegativoTest	2042	START	1590170334264	1590170334264
REQUEST	616		RightLogged Redirect 1	1590170334256	1590170334265	OK	 
REQUEST	2017		Welcome	1590170334261	1590170334270	OK	 
REQUEST	640		WrongLogged Redirect 1	1590170334263	1590170334271	OK	 
REQUEST	2042		Welcome	1590170334264	1590170334273	OK	 
REQUEST	641		WrongLogged	1590170334292	1590170334293	OK	 
REQUEST	617		RightLogged	1590170334292	1590170334295	OK	 
REQUEST	641		WrongLogged Redirect 1	1590170334294	1590170334297	OK	 
REQUEST	617		RightLogged Redirect 1	1590170334295	1590170334298	OK	 
USER	VerMisLocalesPositivoTest	2018	START	1590170334315	1590170334315
USER	VerMisLocalesNegativoTest	2043	START	1590170334315	1590170334315
REQUEST	1566		RightLogin	1590170334315	1590170334317	OK	 
REQUEST	1565		RightLogin	1590170334315	1590170334317	OK	 
REQUEST	1591		WrongLogin	1590170334315	1590170334319	OK	 
REQUEST	1590		WrongLogin	1590170334315	1590170334318	OK	 
REQUEST	2018		Welcome	1590170334315	1590170334321	OK	 
REQUEST	2043		Welcome	1590170334316	1590170334321	OK	 
USER	VerMisLocalesNegativoTest	2044	START	1590170334343	1590170334343
USER	VerMisLocalesPositivoTest	2019	START	1590170334343	1590170334343
REQUEST	1567		RightLogin	1590170334343	1590170334346	OK	 
REQUEST	642		WrongLogged	1590170334343	1590170334346	OK	 
REQUEST	618		RightLogged	1590170334343	1590170334346	OK	 
REQUEST	1592		WrongLogin	1590170334343	1590170334347	OK	 
REQUEST	2019		Welcome	1590170334344	1590170334349	OK	 
REQUEST	642		WrongLogged Redirect 1	1590170334346	1590170334350	OK	 
REQUEST	2044		Welcome	1590170334344	1590170334352	OK	 
REQUEST	618		RightLogged Redirect 1	1590170334347	1590170334352	OK	 
REQUEST	619		RightLogged	1590170334369	1590170334370	OK	 
REQUEST	643		WrongLogged	1590170334369	1590170334371	OK	 
REQUEST	619		RightLogged Redirect 1	1590170334370	1590170334375	OK	 
REQUEST	643		WrongLogged Redirect 1	1590170334371	1590170334375	OK	 
USER	VerMisLocalesPositivoTest	2020	START	1590170334393	1590170334393
USER	VerMisLocalesNegativoTest	2045	START	1590170334393	1590170334393
REQUEST	2045		Welcome	1590170334394	1590170334398	OK	 
REQUEST	2020		Welcome	1590170334394	1590170334399	OK	 
REQUEST	644		WrongLogged	1590170334418	1590170334420	OK	 
REQUEST	1593		WrongLogin	1590170334419	1590170334420	OK	 
USER	VerMisLocalesPositivoTest	2021	START	1590170334421	1590170334421
REQUEST	1568		RightLogin	1590170334420	1590170334422	OK	 
REQUEST	620		RightLogged	1590170334421	1590170334423	OK	 
REQUEST	1594		WrongLogin	1590170334421	1590170334424	OK	 
REQUEST	1569		RightLogin	1590170334421	1590170334424	OK	 
USER	VerMisLocalesNegativoTest	2046	START	1590170334425	1590170334425
REQUEST	644		WrongLogged Redirect 1	1590170334420	1590170334427	OK	 
REQUEST	2021		Welcome	1590170334421	1590170334429	OK	 
REQUEST	620		RightLogged Redirect 1	1590170334423	1590170334431	OK	 
REQUEST	2046		Welcome	1590170334425	1590170334431	OK	 
USER	VerMisLocalesPositivoTest	2022	START	1590170334467	1590170334467
USER	VerMisLocalesNegativoTest	2047	START	1590170334467	1590170334467
REQUEST	621		RightLogged	1590170334469	1590170334470	OK	 
REQUEST	645		WrongLogged	1590170334469	1590170334471	OK	 
REQUEST	621		RightLogged Redirect 1	1590170334470	1590170334473	OK	 
REQUEST	645		WrongLogged Redirect 1	1590170334471	1590170334474	OK	 
REQUEST	2022		Welcome	1590170334467	1590170334474	OK	 
REQUEST	2047		Welcome	1590170334467	1590170334475	OK	 
REQUEST	1570		RightLogin	1590170334493	1590170334494	OK	 
REQUEST	646		WrongLogged	1590170334493	1590170334495	OK	 
REQUEST	1595		WrongLogin	1590170334493	1590170334495	OK	 
REQUEST	622		RightLogged	1590170334494	1590170334497	OK	 
REQUEST	646		WrongLogged Redirect 1	1590170334495	1590170334499	OK	 
REQUEST	1596		WrongLogin	1590170334499	1590170334501	OK	 
REQUEST	1571		RightLogin	1590170334499	1590170334501	OK	 
USER	VerMisLocalesPositivoTest	2023	START	1590170334502	1590170334502
USER	VerMisLocalesNegativoTest	2048	START	1590170334502	1590170334502
REQUEST	622		RightLogged Redirect 1	1590170334497	1590170334504	OK	 
REQUEST	2023		Welcome	1590170334502	1590170334507	OK	 
REQUEST	2048		Welcome	1590170334502	1590170334508	OK	 
USER	VerMisLocalesPositivoTest	2024	START	1590170334545	1590170334545
REQUEST	1572		RightLogin	1590170334545	1590170334547	OK	 
REQUEST	1597		WrongLogin	1590170334544	1590170334548	OK	 
USER	VerMisLocalesNegativoTest	2049	START	1590170334549	1590170334549
REQUEST	2024		Welcome	1590170334545	1590170334551	OK	 
REQUEST	2049		Welcome	1590170334549	1590170334555	OK	 
REQUEST	623		RightLogged	1590170334574	1590170334575	OK	 
REQUEST	647		WrongLogged	1590170334574	1590170334576	OK	 
REQUEST	623		RightLogged Redirect 1	1590170334575	1590170334579	OK	 
REQUEST	647		WrongLogged Redirect 1	1590170334576	1590170334579	OK	 
USER	VerMisLocalesPositivoTest	2025	START	1590170334580	1590170334580
USER	VerMisLocalesNegativoTest	2050	START	1590170334580	1590170334580
REQUEST	624		RightLogged	1590170334580	1590170334582	OK	 
REQUEST	648		WrongLogged	1590170334580	1590170334582	OK	 
REQUEST	2025		Welcome	1590170334580	1590170334584	OK	 
REQUEST	2050		Welcome	1590170334580	1590170334586	OK	 
REQUEST	648		WrongLogged Redirect 1	1590170334583	1590170334587	OK	 
REQUEST	624		RightLogged Redirect 1	1590170334582	1590170334587	OK	 
REQUEST	1598		WrongLogin	1590170334608	1590170334609	OK	 
REQUEST	1573		RightLogin	1590170334608	1590170334610	OK	 
USER	VerMisLocalesPositivoTest	2026	START	1590170334628	1590170334628
USER	VerMisLocalesNegativoTest	2051	START	1590170334628	1590170334628
