ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.CrearAnuncioTest	crearanunciotest	1590177273315	 	3.3.1
USER	CrearAnuncioTestNegativo	230	START	1590177278920	1590177278920
REQUEST	205		Welcome	1590177278920	1590177278925	OK	 
REQUEST	230		Welcome	1590177278920	1590177278925	OK	 
USER	CrearAnuncioTestNegativo	231	START	1590177278967	1590177278967
USER	CrearAnuncioTestPositivo	206	START	1590177278967	1590177278967
REQUEST	231		Welcome	1590177278967	1590177278970	OK	 
REQUEST	206		Welcome	1590177278967	1590177278970	OK	 
USER	CrearAnuncioTestNegativo	232	START	1590177279002	1590177279002
USER	CrearAnuncioTestPositivo	207	START	1590177279002	1590177279002
REQUEST	207		Welcome	1590177279004	1590177279007	OK	 
REQUEST	232		Welcome	1590177279003	1590177279007	OK	 
USER	CrearAnuncioTestPositivo	208	START	1590177279038	1590177279038
USER	CrearAnuncioTestNegativo	233	START	1590177279038	1590177279038
REQUEST	208		Welcome	1590177279038	1590177279041	OK	 
REQUEST	233		Welcome	1590177279038	1590177279041	OK	 
USER	CrearAnuncioTestNegativo	234	START	1590177279080	1590177279080
USER	CrearAnuncioTestPositivo	209	START	1590177279080	1590177279080
REQUEST	209		Welcome	1590177279081	1590177279084	OK	 
REQUEST	234		Welcome	1590177279081	1590177279084	OK	 
USER	CrearAnuncioTestNegativo	235	START	1590177279127	1590177279127
USER	CrearAnuncioTestPositivo	210	START	1590177279127	1590177279127
REQUEST	235		Welcome	1590177279128	1590177279131	OK	 
REQUEST	210		Welcome	1590177279128	1590177279131	OK	 
USER	CrearAnuncioTestNegativo	236	START	1590177279159	1590177279159
USER	CrearAnuncioTestPositivo	211	START	1590177279159	1590177279159
REQUEST	211		Welcome	1590177279159	1590177279162	OK	 
REQUEST	236		Welcome	1590177279159	1590177279162	OK	 
USER	CrearAnuncioTestPositivo	212	START	1590177279200	1590177279200
USER	CrearAnuncioTestNegativo	237	START	1590177279201	1590177279201
REQUEST	237		Welcome	1590177279202	1590177279205	OK	 
REQUEST	212		Welcome	1590177279201	1590177279205	OK	 
USER	CrearAnuncioTestNegativo	238	START	1590177279248	1590177279248
USER	CrearAnuncioTestPositivo	213	START	1590177279248	1590177279248
REQUEST	213		Welcome	1590177279249	1590177279252	OK	 
REQUEST	238		Welcome	1590177279249	1590177279252	OK	 
USER	CrearAnuncioTestNegativo	239	START	1590177279279	1590177279279
USER	CrearAnuncioTestPositivo	214	START	1590177279279	1590177279279
REQUEST	214		Welcome	1590177279280	1590177279283	OK	 
REQUEST	239		Welcome	1590177279280	1590177279283	OK	 
USER	CrearAnuncioTestPositivo	215	START	1590177279326	1590177279326
USER	CrearAnuncioTestNegativo	240	START	1590177279326	1590177279326
REQUEST	240		Welcome	1590177279327	1590177279330	OK	 
REQUEST	215		Welcome	1590177279327	1590177279351	OK	 
USER	CrearAnuncioTestPositivo	216	START	1590177279358	1590177279358
USER	CrearAnuncioTestNegativo	241	START	1590177279358	1590177279358
REQUEST	241		Welcome	1590177279358	1590177279361	OK	 
REQUEST	216		Welcome	1590177279358	1590177279361	OK	 
USER	CrearAnuncioTestNegativo	242	START	1590177279404	1590177279404
USER	CrearAnuncioTestPositivo	217	START	1590177279404	1590177279404
REQUEST	242		Welcome	1590177279405	1590177279408	OK	 
REQUEST	217		Welcome	1590177279405	1590177279408	OK	 
USER	CrearAnuncioTestNegativo	243	START	1590177279438	1590177279438
USER	CrearAnuncioTestPositivo	218	START	1590177279438	1590177279438
REQUEST	218		Welcome	1590177279438	1590177279441	OK	 
REQUEST	243		Welcome	1590177279438	1590177279441	OK	 
USER	CrearAnuncioTestNegativo	244	START	1590177279482	1590177279482
USER	CrearAnuncioTestPositivo	219	START	1590177279482	1590177279482
REQUEST	244		Welcome	1590177279483	1590177279488	OK	 
REQUEST	219		Welcome	1590177279484	1590177279489	OK	 
USER	CrearAnuncioTestPositivo	220	START	1590177279525	1590177279525
USER	CrearAnuncioTestNegativo	245	START	1590177279525	1590177279525
REQUEST	220		Welcome	1590177279526	1590177279529	OK	 
REQUEST	245		Welcome	1590177279526	1590177279529	OK	 
USER	CrearAnuncioTestPositivo	221	START	1590177279558	1590177279558
USER	CrearAnuncioTestNegativo	246	START	1590177279558	1590177279558
REQUEST	221		Welcome	1590177279558	1590177279561	OK	 
REQUEST	246		Welcome	1590177279558	1590177279561	OK	 
USER	CrearAnuncioTestNegativo	247	START	1590177279603	1590177279603
USER	CrearAnuncioTestPositivo	222	START	1590177279603	1590177279603
REQUEST	247		Welcome	1590177279604	1590177279607	OK	 
REQUEST	222		Welcome	1590177279604	1590177279607	OK	 
USER	CrearAnuncioTestNegativo	248	START	1590177279638	1590177279638
USER	CrearAnuncioTestPositivo	223	START	1590177279638	1590177279638
REQUEST	248		Welcome	1590177279638	1590177279641	OK	 
REQUEST	223		Welcome	1590177279638	1590177279641	OK	 
USER	CrearAnuncioTestPositivo	224	START	1590177279681	1590177279681
USER	CrearAnuncioTestNegativo	249	START	1590177279681	1590177279681
REQUEST	224		Welcome	1590177279682	1590177279685	OK	 
REQUEST	249		Welcome	1590177279682	1590177279688	OK	 
USER	CrearAnuncioTestPositivo	225	START	1590177279718	1590177279718
USER	CrearAnuncioTestNegativo	250	START	1590177279718	1590177279718
REQUEST	225		Welcome	1590177279718	1590177279721	OK	 
REQUEST	250		Welcome	1590177279718	1590177279721	OK	 
USER	CrearAnuncioTestNegativo	251	START	1590177279760	1590177279760
USER	CrearAnuncioTestPositivo	226	START	1590177279760	1590177279760
REQUEST	251		Welcome	1590177279760	1590177279764	OK	 
REQUEST	226		Welcome	1590177279760	1590177279764	OK	 
USER	CrearAnuncioTestNegativo	252	START	1590177279807	1590177279807
USER	CrearAnuncioTestPositivo	227	START	1590177279806	1590177279806
REQUEST	252		Welcome	1590177279807	1590177279813	OK	 
REQUEST	227		Welcome	1590177279807	1590177279816	OK	 
USER	CrearAnuncioTestNegativo	278	START	1590177279853	1590177279853
USER	CrearAnuncioTestPositivo	253	START	1590177279853	1590177279853
REQUEST	253		Welcome	1590177279854	1590177279857	OK	 
REQUEST	278		Welcome	1590177279854	1590177279857	OK	 
USER	CrearAnuncioTestNegativo	279	START	1590177279888	1590177279888
USER	CrearAnuncioTestPositivo	254	START	1590177279888	1590177279888
REQUEST	254		Welcome	1590177279888	1590177279891	OK	 
REQUEST	279		Welcome	1590177279888	1590177279891	OK	 
USER	CrearAnuncioTestPositivo	255	START	1590177279931	1590177279931
REQUEST	255		Welcome	1590177279962	1590177279965	OK	 
USER	CrearAnuncioTestPositivo	256	START	1590177279968	1590177279968
REQUEST	256		Welcome	1590177279969	1590177279972	OK	 
USER	CrearAnuncioTestNegativo	281	START	1590177279973	1590177279973
REQUEST	281		Welcome	1590177279974	1590177279977	OK	 
USER	CrearAnuncioTestPositivo	257	START	1590177280016	1590177280016
USER	CrearAnuncioTestNegativo	282	START	1590177280019	1590177280019
REQUEST	257		Welcome	1590177280017	1590177280020	OK	 
REQUEST	282		Welcome	1590177280019	1590177280023	OK	 
USER	CrearAnuncioTestNegativo	280	START	1590177279931	1590177279931
REQUEST	280		Welcome	1590177280030	1590177280034	OK	 
USER	CrearAnuncioTestNegativo	283	START	1590177280048	1590177280048
REQUEST	283		Welcome	1590177280048	1590177280052	OK	 
USER	CrearAnuncioTestPositivo	258	START	1590177280048	1590177280048
REQUEST	258		Welcome	1590177280077	1590177280080	OK	 
USER	CrearAnuncioTestNegativo	284	START	1590177280094	1590177280094
USER	CrearAnuncioTestPositivo	259	START	1590177280094	1590177280094
REQUEST	284		Welcome	1590177280095	1590177280099	OK	 
REQUEST	259		Welcome	1590177280095	1590177280100	OK	 
USER	CrearAnuncioTestPositivo	260	START	1590177280128	1590177280128
USER	CrearAnuncioTestNegativo	285	START	1590177280128	1590177280128
REQUEST	260		Welcome	1590177280128	1590177280132	OK	 
REQUEST	285		Welcome	1590177280128	1590177280132	OK	 
USER	CrearAnuncioTestNegativo	286	START	1590177280173	1590177280173
USER	CrearAnuncioTestPositivo	261	START	1590177280173	1590177280173
REQUEST	261		Welcome	1590177280173	1590177280177	OK	 
REQUEST	286		Welcome	1590177280173	1590177280177	OK	 
USER	CrearAnuncioTestNegativo	287	START	1590177280208	1590177280208
USER	CrearAnuncioTestPositivo	262	START	1590177280208	1590177280208
REQUEST	287		Welcome	1590177280208	1590177280211	OK	 
REQUEST	262		Welcome	1590177280208	1590177280211	OK	 
USER	CrearAnuncioTestNegativo	288	START	1590177280251	1590177280251
USER	CrearAnuncioTestPositivo	263	START	1590177280251	1590177280251
REQUEST	288		Welcome	1590177280252	1590177280261	OK	 
REQUEST	263		Welcome	1590177280252	1590177280261	OK	 
USER	CrearAnuncioTestNegativo	289	START	1590177280298	1590177280298
USER	CrearAnuncioTestPositivo	264	START	1590177280298	1590177280298
REQUEST	264		Welcome	1590177280298	1590177280302	OK	 
REQUEST	289		Welcome	1590177280298	1590177280302	OK	 
USER	CrearAnuncioTestNegativo	290	START	1590177280329	1590177280329
USER	CrearAnuncioTestPositivo	265	START	1590177280329	1590177280329
REQUEST	265		Welcome	1590177280330	1590177280333	OK	 
REQUEST	290		Welcome	1590177280330	1590177280333	OK	 
USER	CrearAnuncioTestNegativo	291	START	1590177280376	1590177280376
USER	CrearAnuncioTestPositivo	266	START	1590177280376	1590177280376
REQUEST	291		Welcome	1590177280376	1590177280379	OK	 
REQUEST	266		Welcome	1590177280376	1590177280379	OK	 
USER	CrearAnuncioTestNegativo	292	START	1590177280408	1590177280408
USER	CrearAnuncioTestPositivo	267	START	1590177280408	1590177280408
REQUEST	292		Welcome	1590177280408	1590177280411	OK	 
REQUEST	267		Welcome	1590177280408	1590177280411	OK	 
USER	CrearAnuncioTestPositivo	268	START	1590177280454	1590177280454
USER	CrearAnuncioTestNegativo	293	START	1590177280454	1590177280454
REQUEST	293		Welcome	1590177280454	1590177280457	OK	 
REQUEST	268		Welcome	1590177280454	1590177280457	OK	 
USER	CrearAnuncioTestPositivo	269	START	1590177280488	1590177280488
USER	CrearAnuncioTestNegativo	294	START	1590177280488	1590177280488
REQUEST	294		Welcome	1590177280488	1590177280494	OK	 
REQUEST	269		Welcome	1590177280488	1590177280494	OK	 
USER	CrearAnuncioTestNegativo	295	START	1590177280532	1590177280532
USER	CrearAnuncioTestPositivo	270	START	1590177280532	1590177280532
REQUEST	270		Welcome	1590177280533	1590177280539	OK	 
REQUEST	295		Welcome	1590177280533	1590177280539	OK	 
USER	CrearAnuncioTestNegativo	296	START	1590177280568	1590177280568
USER	CrearAnuncioTestPositivo	271	START	1590177280568	1590177280568
REQUEST	271		Welcome	1590177280568	1590177280575	OK	 
REQUEST	296		Welcome	1590177280568	1590177280575	OK	 
USER	CrearAnuncioTestPositivo	272	START	1590177280610	1590177280610
USER	CrearAnuncioTestNegativo	297	START	1590177280610	1590177280610
REQUEST	297		Welcome	1590177280611	1590177280619	OK	 
REQUEST	272		Welcome	1590177280611	1590177280619	OK	 
USER	CrearAnuncioTestPositivo	273	START	1590177280657	1590177280657
USER	CrearAnuncioTestNegativo	298	START	1590177280657	1590177280657
REQUEST	298		Welcome	1590177280657	1590177280661	OK	 
REQUEST	273		Welcome	1590177280657	1590177280661	OK	 
USER	CrearAnuncioTestNegativo	299	START	1590177280688	1590177280688
USER	CrearAnuncioTestPositivo	274	START	1590177280688	1590177280688
REQUEST	299		Welcome	1590177280688	1590177280692	OK	 
REQUEST	274		Welcome	1590177280688	1590177280692	OK	 
USER	CrearAnuncioTestPositivo	275	START	1590177280735	1590177280735
USER	CrearAnuncioTestNegativo	300	START	1590177280735	1590177280735
REQUEST	300		Welcome	1590177280735	1590177280740	OK	 
REQUEST	275		Welcome	1590177280735	1590177280740	OK	 
USER	CrearAnuncioTestPositivo	276	START	1590177280768	1590177280768
USER	CrearAnuncioTestNegativo	301	START	1590177280768	1590177280768
REQUEST	301		Welcome	1590177280768	1590177280773	OK	 
REQUEST	276		Welcome	1590177280768	1590177280773	OK	 
USER	CrearAnuncioTestNegativo	302	START	1590177280813	1590177280813
USER	CrearAnuncioTestPositivo	277	START	1590177280813	1590177280813
REQUEST	302		Welcome	1590177280814	1590177280819	OK	 
REQUEST	277		Welcome	1590177280814	1590177280819	OK	 
USER	CrearAnuncioTestNegativo	328	START	1590177280861	1590177280861
USER	CrearAnuncioTestPositivo	303	START	1590177280860	1590177280860
REQUEST	303		Welcome	1590177280861	1590177280866	OK	 
REQUEST	328		Welcome	1590177280861	1590177280866	OK	 
USER	CrearAnuncioTestPositivo	304	START	1590177280907	1590177280907
USER	CrearAnuncioTestNegativo	329	START	1590177280907	1590177280907
REQUEST	304		Welcome	1590177280908	1590177280915	OK	 
REQUEST	329		Welcome	1590177280908	1590177280915	OK	 
USER	CrearAnuncioTestNegativo	330	START	1590177280939	1590177280939
USER	CrearAnuncioTestPositivo	305	START	1590177280939	1590177280939
REQUEST	305		Welcome	1590177280940	1590177280947	OK	 
REQUEST	330		Welcome	1590177280940	1590177280947	OK	 
USER	CrearAnuncioTestPositivo	306	START	1590177280978	1590177280978
USER	CrearAnuncioTestNegativo	331	START	1590177280978	1590177280978
REQUEST	306		Welcome	1590177280978	1590177280982	OK	 
REQUEST	331		Welcome	1590177280978	1590177280982	OK	 
USER	CrearAnuncioTestNegativo	332	START	1590177281018	1590177281018
USER	CrearAnuncioTestPositivo	307	START	1590177281018	1590177281018
REQUEST	332		Welcome	1590177281018	1590177281022	OK	 
REQUEST	307		Welcome	1590177281019	1590177281022	OK	 
USER	CrearAnuncioTestPositivo	308	START	1590177281058	1590177281058
USER	CrearAnuncioTestNegativo	333	START	1590177281058	1590177281058
REQUEST	333		Welcome	1590177281058	1590177281061	OK	 
REQUEST	308		Welcome	1590177281058	1590177281061	OK	 
USER	CrearAnuncioTestPositivo	309	START	1590177281104	1590177281104
USER	CrearAnuncioTestNegativo	334	START	1590177281104	1590177281104
REQUEST	334		Welcome	1590177281105	1590177281112	OK	 
REQUEST	309		Welcome	1590177281105	1590177281112	OK	 
USER	CrearAnuncioTestPositivo	310	START	1590177281138	1590177281138
USER	CrearAnuncioTestNegativo	335	START	1590177281138	1590177281138
REQUEST	335		Welcome	1590177281138	1590177281142	OK	 
REQUEST	310		Welcome	1590177281138	1590177281142	OK	 
USER	CrearAnuncioTestNegativo	336	START	1590177281182	1590177281182
USER	CrearAnuncioTestPositivo	311	START	1590177281182	1590177281182
REQUEST	336		Welcome	1590177281183	1590177281191	OK	 
REQUEST	311		Welcome	1590177281183	1590177281191	OK	 
USER	CrearAnuncioTestNegativo	337	START	1590177281218	1590177281218
USER	CrearAnuncioTestPositivo	312	START	1590177281218	1590177281218
REQUEST	312		Welcome	1590177281218	1590177281221	OK	 
REQUEST	337		Welcome	1590177281218	1590177281221	OK	 
USER	CrearAnuncioTestPositivo	313	START	1590177281260	1590177281260
USER	CrearAnuncioTestNegativo	338	START	1590177281260	1590177281260
REQUEST	313		Welcome	1590177281261	1590177281266	OK	 
REQUEST	338		Welcome	1590177281261	1590177281266	OK	 
USER	CrearAnuncioTestPositivo	314	START	1590177281307	1590177281307
USER	CrearAnuncioTestNegativo	339	START	1590177281307	1590177281307
REQUEST	314		Welcome	1590177281307	1590177281310	OK	 
REQUEST	339		Welcome	1590177281307	1590177281310	OK	 
USER	CrearAnuncioTestPositivo	315	START	1590177281338	1590177281338
USER	CrearAnuncioTestNegativo	340	START	1590177281338	1590177281338
REQUEST	340		Welcome	1590177281339	1590177281342	OK	 
REQUEST	315		Welcome	1590177281339	1590177281342	OK	 
USER	CrearAnuncioTestPositivo	316	START	1590177281385	1590177281385
USER	CrearAnuncioTestNegativo	341	START	1590177281385	1590177281385
REQUEST	316		Welcome	1590177281385	1590177281389	OK	 
REQUEST	341		Welcome	1590177281385	1590177281389	OK	 
USER	CrearAnuncioTestPositivo	317	START	1590177281418	1590177281418
USER	CrearAnuncioTestNegativo	342	START	1590177281418	1590177281418
REQUEST	342		Welcome	1590177281418	1590177281421	OK	 
REQUEST	317		Welcome	1590177281418	1590177281421	OK	 
USER	CrearAnuncioTestNegativo	343	START	1590177281463	1590177281463
USER	CrearAnuncioTestPositivo	318	START	1590177281463	1590177281463
REQUEST	318		Welcome	1590177281463	1590177281466	OK	 
REQUEST	343		Welcome	1590177281463	1590177281466	OK	 
USER	CrearAnuncioTestNegativo	344	START	1590177281498	1590177281498
USER	CrearAnuncioTestPositivo	319	START	1590177281498	1590177281498
REQUEST	344		Welcome	1590177281498	1590177281501	OK	 
REQUEST	319		Welcome	1590177281498	1590177281501	OK	 
USER	CrearAnuncioTestPositivo	320	START	1590177281541	1590177281541
USER	CrearAnuncioTestNegativo	345	START	1590177281541	1590177281541
REQUEST	345		Welcome	1590177281542	1590177281548	OK	 
REQUEST	320		Welcome	1590177281542	1590177281548	OK	 
USER	CrearAnuncioTestNegativo	346	START	1590177281588	1590177281588
USER	CrearAnuncioTestPositivo	321	START	1590177281588	1590177281588
REQUEST	346		Welcome	1590177281589	1590177281592	OK	 
REQUEST	321		Welcome	1590177281589	1590177281592	OK	 
USER	CrearAnuncioTestNegativo	347	START	1590177281619	1590177281619
USER	CrearAnuncioTestPositivo	322	START	1590177281619	1590177281619
REQUEST	322		Welcome	1590177281620	1590177281627	OK	 
REQUEST	347		Welcome	1590177281620	1590177281627	OK	 
USER	CrearAnuncioTestPositivo	323	START	1590177281666	1590177281666
USER	CrearAnuncioTestNegativo	348	START	1590177281666	1590177281666
REQUEST	348		Welcome	1590177281667	1590177281671	OK	 
REQUEST	323		Welcome	1590177281667	1590177281671	OK	 
USER	CrearAnuncioTestPositivo	324	START	1590177281698	1590177281698
USER	CrearAnuncioTestNegativo	349	START	1590177281698	1590177281698
REQUEST	324		Welcome	1590177281698	1590177281702	OK	 
REQUEST	349		Welcome	1590177281698	1590177281702	OK	 
USER	CrearAnuncioTestPositivo	325	START	1590177281744	1590177281744
USER	CrearAnuncioTestNegativo	350	START	1590177281744	1590177281744
REQUEST	350		Welcome	1590177281745	1590177281749	OK	 
REQUEST	325		Welcome	1590177281745	1590177281749	OK	 
USER	CrearAnuncioTestNegativo	351	START	1590177281778	1590177281778
USER	CrearAnuncioTestPositivo	326	START	1590177281778	1590177281778
REQUEST	326		Welcome	1590177281779	1590177281785	OK	 
REQUEST	351		Welcome	1590177281779	1590177281785	OK	 
USER	CrearAnuncioTestPositivo	327	START	1590177281822	1590177281822
USER	CrearAnuncioTestNegativo	352	START	1590177281823	1590177281823
REQUEST	352		Welcome	1590177281824	1590177281828	OK	 
REQUEST	327		Welcome	1590177281823	1590177281828	OK	 
USER	CrearAnuncioTestPositivo	353	START	1590177281838	1590177281838
USER	CrearAnuncioTestNegativo	378	START	1590177281838	1590177281838
REQUEST	378		Welcome	1590177281838	1590177281842	OK	 
REQUEST	353		Welcome	1590177281838	1590177281842	OK	 
USER	CrearAnuncioTestNegativo	379	START	1590177281885	1590177281885
USER	CrearAnuncioTestPositivo	354	START	1590177281885	1590177281885
REQUEST	354		Welcome	1590177281885	1590177281888	OK	 
REQUEST	379		Welcome	1590177281885	1590177281888	OK	 
USER	CrearAnuncioTestNegativo	380	START	1590177281918	1590177281918
USER	CrearAnuncioTestPositivo	355	START	1590177281918	1590177281918
REQUEST	355		Welcome	1590177281918	1590177281921	OK	 
REQUEST	380		Welcome	1590177281918	1590177281921	OK	 
USER	CrearAnuncioTestNegativo	381	START	1590177281963	1590177281963
USER	CrearAnuncioTestPositivo	356	START	1590177281963	1590177281963
REQUEST	356		Welcome	1590177281964	1590177281971	OK	 
REQUEST	381		Welcome	1590177281964	1590177281971	OK	 
USER	CrearAnuncioTestPositivo	357	START	1590177281998	1590177281998
USER	CrearAnuncioTestNegativo	382	START	1590177281998	1590177281998
REQUEST	382		Welcome	1590177281999	1590177282003	OK	 
REQUEST	357		Welcome	1590177281998	1590177282004	OK	 
USER	CrearAnuncioTestPositivo	358	START	1590177282041	1590177282041
USER	CrearAnuncioTestNegativo	383	START	1590177282041	1590177282041
REQUEST	383		Welcome	1590177282042	1590177282044	OK	 
REQUEST	358		Welcome	1590177282042	1590177282044	OK	 
USER	CrearAnuncioTestNegativo	384	START	1590177282078	1590177282078
